timestamp,TimeMST,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp
2015-04-06 08:51:00,8:51 AM,21.1,-3.9,18.0,1010.1,16.1,East,5.6,-,,,Clear,90,2015-04-06 15:51:00<br />,2015-04-06 08:51:00
2015-04-06 09:51:00,9:51 AM,23.3,-5.6,14.0,1010.8,16.1,Variable,5.6,-,,,Clear,0,2015-04-06 16:51:00<br />,2015-04-06 09:51:00
2015-04-06 10:51:00,10:51 AM,26.7,-5.6,12.0,1010.8,16.1,SSE,13.0,-,,,Clear,160,2015-04-06 17:51:00<br />,2015-04-06 10:51:00
2015-04-06 11:51:00,11:51 AM,26.7,-5.6,12.0,1010.4,16.1,Variable,7.4,-,,,Partly Cloudy,0,2015-04-06 18:51:00<br />,2015-04-06 11:51:00
2015-04-06 12:51:00,12:51 PM,27.2,-6.7,10.0,1009.7,16.1,WNW,11.1,-,,,Partly Cloudy,290,2015-04-06 19:51:00<br />,2015-04-06 12:51:00
2015-04-06 13:51:00,1:51 PM,28.9,-7.8,9.0,1009.0,16.1,SSW,9.3,-,,,Mostly Cloudy,200,2015-04-06 20:51:00<br />,2015-04-06 13:51:00
2015-04-06 14:51:00,2:51 PM,29.4,-11.7,6.0,1008.3,16.1,West,14.8,29.6,,,Mostly Cloudy,280,2015-04-06 21:51:00<br />,2015-04-06 14:51:00
2015-04-06 15:51:00,3:51 PM,28.9,-14.4,5.0,1007.9,16.1,WNW,22.2,27.8,,,Mostly Cloudy,290,2015-04-06 22:51:00<br />,2015-04-06 15:51:00
2015-04-06 16:51:00,4:51 PM,28.3,-13.9,6.0,1007.8,16.1,WNW,27.8,33.3,,,Mostly Cloudy,290,2015-04-06 23:51:00<br />,2015-04-06 16:51:00
2015-04-06 17:51:00,5:51 PM,27.8,-13.3,6.0,1007.6,16.1,West,18.5,-,,,Mostly Cloudy,270,2015-04-07 00:51:00<br />,2015-04-06 17:51:00
2015-04-06 18:51:00,6:51 PM,27.2,-13.9,6.0,1007.3,16.1,West,22.2,-,,,Mostly Cloudy,280,2015-04-07 01:51:00<br />,2015-04-06 18:51:00
2015-04-06 19:51:00,7:51 PM,26.1,-12.8,7.0,1007.9,16.1,West,13.0,-,,,Mostly Cloudy,280,2015-04-07 02:51:00<br />,2015-04-06 19:51:00
2015-04-06 20:51:00,8:51 PM,25.0,-13.3,7.0,1008.3,16.1,NNW,9.3,-,,,Mostly Cloudy,340,2015-04-07 03:51:00<br />,2015-04-06 20:51:00
2015-04-06 21:51:00,9:51 PM,22.2,-11.1,10.0,1008.8,16.1,SW,9.3,-,,,Mostly Cloudy,230,2015-04-07 04:51:00<br />,2015-04-06 21:51:00
2015-04-06 22:51:00,10:51 PM,21.1,-9.4,12.0,1008.8,16.1,SW,9.3,-,,,Mostly Cloudy,230,2015-04-07 05:51:00<br />,2015-04-06 22:51:00
2015-04-06 23:51:00,11:51 PM,20.0,-9.4,13.0,1009.0,16.1,SW,9.3,-,,,Partly Cloudy,230,2015-04-07 06:51:00<br />,2015-04-06 23:51:00
2015-04-07 00:51:00,12:51 AM,20.0,-8.9,14.0,1009.2,16.1,ESE,5.6,-,,,Partly Cloudy,110,2015-04-07 07:51:00<br />,2015-04-07 00:51:00
2015-04-07 01:51:00,1:51 AM,18.3,-7.8,16.0,1009.4,16.1,East,16.7,-,,,Partly Cloudy,100,2015-04-07 08:51:00<br />,2015-04-07 01:51:00
2015-04-07 02:51:00,2:51 AM,17.2,-6.1,20.0,1009.6,16.1,East,9.3,-,,,Clear,90,2015-04-07 09:51:00<br />,2015-04-07 02:51:00
2015-04-07 03:51:00,3:51 AM,16.7,-5.0,22.0,1010.1,16.1,East,16.7,-,,,Scattered Clouds,90,2015-04-07 10:51:00<br />,2015-04-07 03:51:00
2015-04-07 04:51:00,4:51 AM,15.0,-4.4,26.0,1010.2,16.1,East,16.7,-,,,Partly Cloudy,80,2015-04-07 11:51:00<br />,2015-04-07 04:51:00
2015-04-07 05:51:00,5:51 AM,15.0,-4.4,26.0,1010.8,16.1,East,13.0,-,,,Partly Cloudy,90,2015-04-07 12:51:00<br />,2015-04-07 05:51:00
2015-04-07 06:51:00,6:51 AM,15.6,-4.4,25.0,1011.6,16.1,East,11.1,-,,,Scattered Clouds,90,2015-04-07 13:51:00<br />,2015-04-07 06:51:00
2015-04-07 07:51:00,7:51 AM,18.3,-5.0,20.0,1012.0,16.1,ESE,11.1,-,,,Scattered Clouds,120,2015-04-07 14:51:00<br />,2015-04-07 07:51:00
2015-04-07 08:51:00,8:51 AM,21.1,-6.7,15.0,1012.2,16.1,SE,14.8,-,,,Scattered Clouds,130,2015-04-07 15:51:00<br />,2015-04-07 08:51:00
2015-04-07 09:51:00,9:51 AM,23.9,-6.7,13.0,1012.4,16.1,South,14.8,-,,,Partly Cloudy,180,2015-04-07 16:51:00<br />,2015-04-07 09:51:00
2015-04-07 10:51:00,10:51 AM,25.6,-9.4,9.0,1012.5,16.1,SSW,18.5,25.9,,,Scattered Clouds,200,2015-04-07 17:51:00<br />,2015-04-07 10:51:00
2015-04-07 11:51:00,11:51 AM,27.2,-11.1,7.0,1011.7,16.1,SSW,24.1,33.3,,,Mostly Cloudy,210,2015-04-07 18:51:00<br />,2015-04-07 11:51:00
2015-04-07 12:51:00,12:51 PM,27.2,-10.0,8.0,1011.1,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-04-07 19:51:00<br />,2015-04-07 12:51:00
2015-04-07 13:51:00,1:51 PM,26.7,-8.3,9.0,1010.5,16.1,Variable,7.4,-,,,Mostly Cloudy,0,2015-04-07 20:51:00<br />,2015-04-07 13:51:00
2015-04-07 14:51:00,2:51 PM,27.8,-7.8,9.0,1009.8,16.1,NW,22.2,31.5,,,Mostly Cloudy,310,2015-04-07 21:51:00<br />,2015-04-07 14:51:00
2015-04-07 15:51:00,3:51 PM,27.2,-8.3,9.0,1009.0,16.1,WNW,22.2,-,,,Mostly Cloudy,300,2015-04-07 22:51:00<br />,2015-04-07 15:51:00
2015-04-07 16:51:00,4:51 PM,27.8,-7.8,9.0,1008.3,16.1,WNW,20.4,-,,,Mostly Cloudy,290,2015-04-07 23:51:00<br />,2015-04-07 16:51:00
2015-04-07 17:51:00,5:51 PM,27.2,-8.3,9.0,1008.1,16.1,West,24.1,-,,,Mostly Cloudy,270,2015-04-08 00:51:00<br />,2015-04-07 17:51:00
2015-04-07 18:51:00,6:51 PM,26.1,-8.9,9.0,1008.0,16.1,West,20.4,-,,,Mostly Cloudy,280,2015-04-08 01:51:00<br />,2015-04-07 18:51:00
2015-04-07 19:51:00,7:51 PM,25.0,-11.1,8.0,1008.4,16.1,WNW,18.5,-,,,Mostly Cloudy,300,2015-04-08 02:51:00<br />,2015-04-07 19:51:00
2015-04-07 20:51:00,8:51 PM,24.4,-10.0,10.0,1009.0,16.1,West,16.7,-,,,Mostly Cloudy,280,2015-04-08 03:51:00<br />,2015-04-07 20:51:00
2015-04-07 21:51:00,9:51 PM,21.1,-8.3,13.0,1009.2,16.1,SW,9.3,-,,,Mostly Cloudy,220,2015-04-08 04:51:00<br />,2015-04-07 21:51:00
2015-04-07 22:51:00,10:51 PM,20.0,-7.2,15.0,1009.4,16.1,WSW,7.4,-,,,Scattered Clouds,240,2015-04-08 05:51:00<br />,2015-04-07 22:51:00
2015-04-07 23:51:00,11:51 PM,21.7,-8.3,13.0,1009.4,16.1,WSW,14.8,-,,,Scattered Clouds,250,2015-04-08 06:51:00<br />,2015-04-07 23:51:00
2015-04-08 00:51:00,12:51 AM,21.7,-7.8,13.0,1009.5,16.1,West,20.4,-,,,Partly Cloudy,270,2015-04-08 07:51:00<br />,2015-04-08 00:51:00
2015-04-08 01:51:00,1:51 AM,20.6,-6.7,15.0,1009.2,16.1,West,24.1,-,,,Clear,260,2015-04-08 08:51:00<br />,2015-04-08 01:51:00
2015-04-08 02:51:00,2:51 AM,19.4,-5.0,19.0,1009.4,16.1,West,20.4,-,,,Clear,260,2015-04-08 09:51:00<br />,2015-04-08 02:51:00
2015-04-08 03:51:00,3:51 AM,18.9,-4.4,20.0,1009.7,16.1,West,11.1,-,,,Clear,270,2015-04-08 10:51:00<br />,2015-04-08 03:51:00
2015-04-08 04:51:00,4:51 AM,18.9,-3.9,21.0,1010.0,16.1,West,5.6,-,,,Clear,280,2015-04-08 11:51:00<br />,2015-04-08 04:51:00
2015-04-08 05:51:00,5:51 AM,17.8,-3.3,24.0,1010.8,16.1,NW,7.4,-,,,Clear,310,2015-04-08 12:51:00<br />,2015-04-08 05:51:00
2015-04-08 06:51:00,6:51 AM,17.2,-2.2,27.0,1011.6,16.1,West,18.5,-,,,Clear,270,2015-04-08 13:51:00<br />,2015-04-08 06:51:00
2015-04-08 07:51:00,7:51 AM,17.2,1.1,34.0,1012.3,16.1,West,16.7,-,,,Clear,270,2015-04-08 14:51:00<br />,2015-04-08 07:51:00
2015-04-08 08:51:00,8:51 AM,18.3,1.7,33.0,1012.7,16.1,West,22.2,-,,,Clear,280,2015-04-08 15:51:00<br />,2015-04-08 08:51:00
2015-04-08 09:51:00,9:51 AM,18.9,2.2,33.0,1013.1,16.1,NW,16.7,-,,,Clear,310,2015-04-08 16:51:00<br />,2015-04-08 09:51:00
2015-04-08 10:51:00,10:51 AM,21.1,2.2,29.0,1012.9,16.1,WNW,16.7,31.5,,,Clear,300,2015-04-08 17:51:00<br />,2015-04-08 10:51:00
2015-04-08 11:51:00,11:51 AM,22.8,1.7,25.0,1012.2,16.1,West,22.2,-,,,Clear,270,2015-04-08 18:51:00<br />,2015-04-08 11:51:00
2015-04-08 12:51:00,12:51 PM,23.9,0.6,22.0,1011.8,16.1,WSW,13.0,-,,,Clear,250,2015-04-08 19:51:00<br />,2015-04-08 12:51:00
2015-04-08 13:51:00,1:51 PM,23.9,0.0,21.0,1010.8,16.1,SW,14.8,-,,,Clear,230,2015-04-08 20:51:00<br />,2015-04-08 13:51:00
2015-04-08 14:51:00,2:51 PM,25.0,-1.1,18.0,1010.1,16.1,West,25.9,37.0,,,Clear,260,2015-04-08 21:51:00<br />,2015-04-08 14:51:00
2015-04-08 15:51:00,3:51 PM,25.0,-6.1,12.0,1009.6,16.1,West,11.1,33.3,,,Clear,270,2015-04-08 22:51:00<br />,2015-04-08 15:51:00
2015-04-08 16:51:00,4:51 PM,25.0,-7.2,11.0,1009.3,16.1,WSW,18.5,-,,,Clear,250,2015-04-08 23:51:00<br />,2015-04-08 16:51:00
2015-04-08 17:51:00,5:51 PM,24.4,-12.2,8.0,1009.4,16.1,West,24.1,-,,,Clear,270,2015-04-09 00:51:00<br />,2015-04-08 17:51:00
2015-04-08 18:51:00,6:51 PM,23.3,-10.6,10.0,1009.5,16.1,WNW,20.4,-,,,Partly Cloudy,300,2015-04-09 01:51:00<br />,2015-04-08 18:51:00
2015-04-08 19:51:00,7:51 PM,22.8,-12.2,9.0,1010.1,16.1,West,16.7,-,,,Clear,280,2015-04-09 02:51:00<br />,2015-04-08 19:51:00
2015-04-08 20:51:00,8:51 PM,20.0,-7.2,15.0,1010.9,16.1,SW,13.0,-,,,Clear,220,2015-04-09 03:51:00<br />,2015-04-08 20:51:00
2015-04-08 21:51:00,9:51 PM,18.9,-8.9,15.0,1011.3,16.1,SW,5.6,-,,,Clear,230,2015-04-09 04:51:00<br />,2015-04-08 21:51:00
2015-04-08 22:51:00,10:51 PM,18.3,-9.4,15.0,1011.6,16.1,WSW,5.6,-,,,Partly Cloudy,240,2015-04-09 05:51:00<br />,2015-04-08 22:51:00
2015-04-08 23:51:00,11:51 PM,17.2,-8.3,17.0,1011.7,16.1,SW,7.4,-,,,Partly Cloudy,230,2015-04-09 06:51:00<br />,2015-04-08 23:51:00
2015-04-09 00:51:00,12:51 AM,17.2,-8.9,16.0,1011.5,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-04-09 07:51:00<br />,2015-04-09 00:51:00
2015-04-09 01:51:00,1:51 AM,16.7,-8.3,18.0,1011.3,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-04-09 08:51:00<br />,2015-04-09 01:51:00
2015-04-09 02:51:00,2:51 AM,15.0,-4.4,26.0,1011.4,16.1,ESE,7.4,-,,,Partly Cloudy,110,2015-04-09 09:51:00<br />,2015-04-09 02:51:00
2015-04-09 03:51:00,3:51 AM,13.9,-5.0,27.0,1011.3,16.1,ESE,7.4,-,,,Clear,120,2015-04-09 10:51:00<br />,2015-04-09 03:51:00
2015-04-09 04:51:00,4:51 AM,13.9,-6.1,25.0,1011.4,16.1,Calm,Calm,-,,,Clear,0,2015-04-09 11:51:00<br />,2015-04-09 04:51:00
2015-04-09 05:51:00,5:51 AM,13.3,-6.7,25.0,1012.0,16.1,East,7.4,-,,,Scattered Clouds,100,2015-04-09 12:51:00<br />,2015-04-09 05:51:00
2015-04-09 06:51:00,6:51 AM,13.3,-7.8,23.0,1012.7,16.1,East,11.1,-,,,Scattered Clouds,90,2015-04-09 13:51:00<br />,2015-04-09 06:51:00
2015-04-09 07:51:00,7:51 AM,15.6,-7.8,20.0,1013.3,16.1,East,7.4,-,,,Partly Cloudy,100,2015-04-09 14:51:00<br />,2015-04-09 07:51:00
2015-04-09 08:51:00,8:51 AM,19.4,-7.8,15.0,1013.3,16.1,East,13.0,-,,,Partly Cloudy,90,2015-04-09 15:51:00<br />,2015-04-09 08:51:00
2015-04-09 09:51:00,9:51 AM,22.2,-9.4,11.0,1013.0,16.1,East,16.7,-,,,Partly Cloudy,100,2015-04-09 16:51:00<br />,2015-04-09 09:51:00
2015-04-09 10:51:00,10:51 AM,23.3,-10.0,10.0,1012.9,16.1,ENE,14.8,-,,,Partly Cloudy,70,2015-04-09 17:51:00<br />,2015-04-09 10:51:00
2015-04-09 11:51:00,11:51 AM,24.4,-8.9,10.0,1012.1,16.1,South,13.0,-,,,Partly Cloudy,170,2015-04-09 18:51:00<br />,2015-04-09 11:51:00
2015-04-09 12:51:00,12:51 PM,25.6,-9.4,9.0,1011.2,16.1,South,13.0,-,,,Partly Cloudy,170,2015-04-09 19:51:00<br />,2015-04-09 12:51:00
2015-04-09 13:51:00,1:51 PM,27.8,-8.9,8.0,1010.6,16.1,South,14.8,25.9,,,Partly Cloudy,180,2015-04-09 20:51:00<br />,2015-04-09 13:51:00
2015-04-09 14:51:00,2:51 PM,26.1,-10.0,9.0,1010.1,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-04-09 21:51:00<br />,2015-04-09 14:51:00
2015-04-09 15:51:00,3:51 PM,26.1,-11.7,8.0,1009.4,16.1,Variable,5.6,-,,,Clear,0,2015-04-09 22:51:00<br />,2015-04-09 15:51:00
2015-04-09 16:51:00,4:51 PM,27.2,-11.7,7.0,1009.1,16.1,South,9.3,-,,,Clear,190,2015-04-09 23:51:00<br />,2015-04-09 16:51:00
2015-04-09 17:51:00,5:51 PM,26.7,-11.7,7.0,1009.0,16.1,WNW,14.8,-,,,Clear,290,2015-04-10 00:51:00<br />,2015-04-09 17:51:00
2015-04-09 18:51:00,6:51 PM,26.1,-11.1,8.0,1009.3,16.1,WNW,16.7,33.3,,,Clear,300,2015-04-10 01:51:00<br />,2015-04-09 18:51:00
2015-04-09 19:51:00,7:51 PM,25.0,-11.1,8.0,1009.4,16.1,NNW,13.0,-,,,Clear,330,2015-04-10 02:51:00<br />,2015-04-09 19:51:00
2015-04-09 20:51:00,8:51 PM,25.0,-10.6,9.0,1009.8,16.1,NNW,9.3,-,,,Clear,330,2015-04-10 03:51:00<br />,2015-04-09 20:51:00
2015-04-09 21:51:00,9:51 PM,21.7,-7.2,14.0,1010.1,16.1,Calm,Calm,-,,,Clear,0,2015-04-10 04:51:00<br />,2015-04-09 21:51:00
2015-04-09 22:51:00,10:51 PM,21.1,-7.8,14.0,1010.4,16.1,Calm,Calm,-,,,Clear,0,2015-04-10 05:51:00<br />,2015-04-09 22:51:00
2015-04-09 23:51:00,11:51 PM,20.0,-7.8,15.0,1010.5,16.1,ESE,5.6,-,,,Clear,120,2015-04-10 06:51:00<br />,2015-04-09 23:51:00
2015-04-10 00:51:00,12:51 AM,18.3,-5.6,19.0,1010.7,16.1,East,11.1,-,,,Clear,90,2015-04-10 07:51:00<br />,2015-04-10 00:51:00
2015-04-10 01:51:00,1:51 AM,17.2,-4.4,23.0,1010.6,16.1,East,7.4,-,,,Clear,90,2015-04-10 08:51:00<br />,2015-04-10 01:51:00
2015-04-10 02:51:00,2:51 AM,16.7,-6.1,21.0,1010.7,16.1,East,9.3,-,,,Clear,80,2015-04-10 09:51:00<br />,2015-04-10 02:51:00
2015-04-10 03:51:00,3:51 AM,15.6,-3.3,27.0,1010.9,16.1,ESE,11.1,-,,,Clear,110,2015-04-10 10:51:00<br />,2015-04-10 03:51:00
2015-04-10 04:51:00,4:51 AM,15.0,-5.0,25.0,1011.0,16.1,East,13.0,-,,,Clear,90,2015-04-10 11:51:00<br />,2015-04-10 04:51:00
2015-04-10 05:51:00,5:51 AM,14.4,-3.9,28.0,1011.4,16.1,East,9.3,-,,,Partly Cloudy,90,2015-04-10 12:51:00<br />,2015-04-10 05:51:00
2015-04-10 06:51:00,6:51 AM,14.4,-5.0,26.0,1012.1,16.1,East,9.3,-,,,Partly Cloudy,100,2015-04-10 13:51:00<br />,2015-04-10 06:51:00
2015-04-10 07:51:00,7:51 AM,17.8,-5.0,21.0,1012.7,16.1,ESE,9.3,-,,,Partly Cloudy,110,2015-04-10 14:51:00<br />,2015-04-10 07:51:00
2015-04-10 08:51:00,8:51 AM,20.6,-6.1,16.0,1013.0,16.1,East,13.0,-,,,Scattered Clouds,90,2015-04-10 15:51:00<br />,2015-04-10 08:51:00
2015-04-10 09:51:00,9:51 AM,22.2,-7.2,13.0,1013.3,16.1,East,11.1,-,,,Mostly Cloudy,90,2015-04-10 16:51:00<br />,2015-04-10 09:51:00
2015-04-10 10:51:00,10:51 AM,25.0,-7.2,11.0,1013.1,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-04-10 17:51:00<br />,2015-04-10 10:51:00
2015-04-10 11:51:00,11:51 AM,26.7,-10.6,8.0,1012.4,16.1,East,9.3,-,,,Scattered Clouds,100,2015-04-10 18:51:00<br />,2015-04-10 11:51:00
2015-04-10 12:51:00,12:51 PM,28.3,-10.6,7.0,1011.5,16.1,South,9.3,-,,,Scattered Clouds,190,2015-04-10 19:51:00<br />,2015-04-10 12:51:00
2015-04-10 13:51:00,1:51 PM,28.3,-10.0,8.0,1010.9,16.1,East,9.3,-,,,Scattered Clouds,80,2015-04-10 20:51:00<br />,2015-04-10 13:51:00
2015-04-10 14:51:00,2:51 PM,30.0,-9.4,7.0,1009.7,16.1,South,9.3,-,,,Mostly Cloudy,180,2015-04-10 21:51:00<br />,2015-04-10 14:51:00
2015-04-10 15:51:00,3:51 PM,28.9,-9.4,8.0,1009.0,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-04-10 22:51:00<br />,2015-04-10 15:51:00
2015-04-10 16:51:00,4:51 PM,29.4,-8.9,8.0,1008.5,16.1,SW,9.3,-,,,Scattered Clouds,220,2015-04-10 23:51:00<br />,2015-04-10 16:51:00
2015-04-10 17:51:00,5:51 PM,29.4,-9.4,7.0,1008.2,16.1,NNW,9.3,-,,,Scattered Clouds,340,2015-04-11 00:51:00<br />,2015-04-10 17:51:00
2015-04-10 18:51:00,6:51 PM,28.3,-8.9,8.0,1008.3,16.1,Variable,11.1,-,,,Scattered Clouds,0,2015-04-11 01:51:00<br />,2015-04-10 18:51:00
2015-04-10 19:51:00,7:51 PM,27.2,-7.2,10.0,1008.9,16.1,NW,13.0,-,,,Partly Cloudy,310,2015-04-11 02:51:00<br />,2015-04-10 19:51:00
2015-04-10 20:51:00,8:51 PM,26.7,-7.2,10.0,1009.5,16.1,NW,11.1,-,,,Partly Cloudy,310,2015-04-11 03:51:00<br />,2015-04-10 20:51:00
2015-04-10 21:51:00,9:51 PM,23.3,-5.0,15.0,1009.7,16.1,Calm,Calm,-,,,Clear,0,2015-04-11 04:51:00<br />,2015-04-10 21:51:00
2015-04-10 22:51:00,10:51 PM,23.3,-5.6,14.0,1009.7,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-04-11 05:51:00<br />,2015-04-10 22:51:00
2015-04-10 23:51:00,11:51 PM,22.2,-5.0,16.0,1009.6,16.1,Calm,Calm,-,,,Partly Cloudy,0,2015-04-11 06:51:00<br />,2015-04-10 23:51:00
2015-04-11 00:51:00,12:51 AM,20.0,-5.0,18.0,1009.8,16.1,Calm,Calm,-,,,Clear,0,2015-04-11 07:51:00<br />,2015-04-11 00:51:00
2015-04-11 01:51:00,1:51 AM,18.9,-4.4,20.0,1009.7,16.1,ESE,7.4,-,,,Clear,110,2015-04-11 08:51:00<br />,2015-04-11 01:51:00
2015-04-11 02:51:00,2:51 AM,18.9,-3.3,22.0,1009.4,16.1,East,11.1,-,,,Clear,90,2015-04-11 09:51:00<br />,2015-04-11 02:51:00
2015-04-11 03:51:00,3:51 AM,17.8,-2.8,25.0,1009.9,16.1,Calm,Calm,-,,,Clear,0,2015-04-11 10:51:00<br />,2015-04-11 03:51:00
2015-04-11 04:51:00,4:51 AM,16.7,-3.3,25.0,1010.3,16.1,East,13.0,-,,,Partly Cloudy,80,2015-04-11 11:51:00<br />,2015-04-11 04:51:00
2015-04-11 05:51:00,5:51 AM,15.6,-3.9,26.0,1010.5,16.1,East,9.3,-,,,Scattered Clouds,90,2015-04-11 12:51:00<br />,2015-04-11 05:51:00
2015-04-11 06:51:00,6:51 AM,16.1,-4.4,24.0,1011.2,16.1,East,11.1,-,,,Mostly Cloudy,100,2015-04-11 13:51:00<br />,2015-04-11 06:51:00
2015-04-11 07:51:00,7:51 AM,18.9,-3.9,21.0,1011.7,16.1,East,13.0,-,,,Scattered Clouds,90,2015-04-11 14:51:00<br />,2015-04-11 07:51:00
2015-04-11 08:51:00,8:51 AM,22.0,-2.0,20.0,1012.0,16.1,Variable,9.3,-,,,Mostly Cloudy,0,2015-04-11 15:51:00<br />,2015-04-11 08:51:00
2015-04-11 09:51:00,9:51 AM,23.9,-0.6,20.0,1012.3,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-04-11 16:51:00<br />,2015-04-11 09:51:00
2015-04-11 10:51:00,10:51 AM,25.0,-0.6,19.0,1011.8,16.1,SE,7.4,-,,,Mostly Cloudy,130,2015-04-11 17:51:00<br />,2015-04-11 10:51:00
2015-04-11 11:51:00,11:51 AM,26.1,-2.2,15.0,1011.0,16.1,Variable,7.4,-,,,Mostly Cloudy,0,2015-04-11 18:51:00<br />,2015-04-11 11:51:00
2015-04-11 12:51:00,12:51 PM,27.2,-4.4,12.0,1010.3,16.1,WSW,9.3,-,,,Mostly Cloudy,250,2015-04-11 19:51:00<br />,2015-04-11 12:51:00
2015-04-11 13:51:00,1:51 PM,27.8,-6.1,10.0,1009.2,16.1,North,5.6,-,,,Mostly Cloudy,360,2015-04-11 20:51:00<br />,2015-04-11 13:51:00
2015-04-11 14:51:00,2:51 PM,27.8,-6.1,10.0,1008.1,16.1,Variable,5.6,-,,,Mostly Cloudy,0,2015-04-11 21:51:00<br />,2015-04-11 14:51:00
2015-04-11 15:51:00,3:51 PM,28.3,-6.7,10.0,1007.0,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-04-11 22:51:00<br />,2015-04-11 15:51:00
2015-04-11 16:51:00,4:51 PM,28.9,-6.7,9.0,1006.5,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-04-11 23:51:00<br />,2015-04-11 16:51:00
2015-04-11 17:51:00,5:51 PM,28.9,-6.1,10.0,1006.2,16.1,NW,13.0,-,,,Scattered Clouds,310,2015-04-12 00:51:00<br />,2015-04-11 17:51:00
2015-04-11 18:51:00,6:51 PM,27.8,-6.1,10.0,1006.2,16.1,WNW,13.0,-,,,Scattered Clouds,300,2015-04-12 01:51:00<br />,2015-04-11 18:51:00
2015-04-11 19:51:00,7:51 PM,27.2,-5.6,11.0,1006.3,16.1,NNW,11.1,-,,,Clear,330,2015-04-12 02:51:00<br />,2015-04-11 19:51:00
2015-04-11 20:51:00,8:51 PM,26.1,-3.9,14.0,1006.7,16.1,NW,9.3,-,,,Partly Cloudy,320,2015-04-12 03:51:00<br />,2015-04-11 20:51:00
2015-04-11 21:51:00,9:51 PM,23.9,-2.2,18.0,1007.3,16.1,Calm,Calm,-,,,Scattered Clouds,0,2015-04-12 04:51:00<br />,2015-04-11 21:51:00
2015-04-11 22:51:00,10:51 PM,22.2,-1.7,20.0,1007.6,16.1,SSW,5.6,-,,,Mostly Cloudy,210,2015-04-12 05:51:00<br />,2015-04-11 22:51:00
2015-04-11 23:51:00,11:51 PM,23.9,-2.2,18.0,1007.9,16.1,WNW,5.6,-,,,Mostly Cloudy,290,2015-04-12 06:51:00<br />,2015-04-11 23:51:00
2015-04-12 00:51:00,12:51 AM,22.8,-0.6,21.0,1008.2,16.1,North,7.4,-,,,Mostly Cloudy,360,2015-04-12 07:51:00<br />,2015-04-12 00:51:00
2015-04-12 01:51:00,1:51 AM,22.2,-2.2,20.0,1008.5,16.1,Calm,Calm,-,,,Mostly Cloudy,0,2015-04-12 08:51:00<br />,2015-04-12 01:51:00
2015-04-12 02:51:00,2:51 AM,21.1,-2.8,20.0,1008.5,16.1,Variable,7.4,-,,,Scattered Clouds,0,2015-04-12 09:51:00<br />,2015-04-12 02:51:00
2015-04-12 03:51:00,3:51 AM,20.0,-1.7,23.0,1008.6,16.1,ENE,11.1,-,,,Scattered Clouds,60,2015-04-12 10:51:00<br />,2015-04-12 03:51:00
2015-04-12 04:51:00,4:51 AM,18.3,-1.7,26.0,1009.1,16.1,ESE,7.4,-,,,Scattered Clouds,110,2015-04-12 11:51:00<br />,2015-04-12 04:51:00
2015-04-12 05:51:00,5:51 AM,20.0,-1.7,23.0,1009.4,16.1,North,11.1,-,,,Mostly Cloudy,10,2015-04-12 12:51:00<br />,2015-04-12 05:51:00
2015-04-12 06:51:00,6:51 AM,18.9,-2.2,24.0,1011.0,16.1,North,7.4,-,,,Mostly Cloudy,350,2015-04-12 13:51:00<br />,2015-04-12 06:51:00
2015-04-12 07:51:00,7:51 AM,20.6,-3.3,20.0,1011.1,16.1,WNW,7.4,-,,,Mostly Cloudy,300,2015-04-12 14:51:00<br />,2015-04-12 07:51:00
2015-04-12 08:51:00,8:51 AM,21.7,-0.6,23.0,1012.0,16.1,NW,11.1,-,,,Mostly Cloudy,310,2015-04-12 15:51:00<br />,2015-04-12 08:51:00
2015-04-12 09:51:00,9:51 AM,22.8,0.0,22.0,1012.1,16.1,West,9.3,-,,,Mostly Cloudy,270,2015-04-12 16:51:00<br />,2015-04-12 09:51:00
2015-04-12 10:51:00,10:51 AM,24.4,1.1,22.0,1011.7,16.1,West,14.8,-,,,Mostly Cloudy,270,2015-04-12 17:51:00<br />,2015-04-12 10:51:00
2015-04-12 11:51:00,11:51 AM,26.1,2.2,21.0,1011.0,16.1,WNW,14.8,27.8,,,Mostly Cloudy,290,2015-04-12 18:51:00<br />,2015-04-12 11:51:00
2015-04-12 12:00:00,12:00 PM,25.6,2.8,23.0,1012.4,16.1,SW,20.4,29.6,,,Partly Cloudy,230,2015-04-12 19:00:00<br />,2015-04-12 12:00:00
2015-04-12 12:51:00,12:51 PM,27.2,2.2,20.0,1010.2,16.1,West,18.5,33.3,,,Mostly Cloudy,260,2015-04-12 19:51:00<br />,2015-04-12 12:51:00
