timestamp,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees,timestamp
2015-01-02 11:50:00,Clear,2015-01-02 11:50:00<br />,2.0,,-,62,,1032,9.0,,11:50 AM,-9999.0,WNW,24.1,290,2015-01-02 11:50:00
2015-01-02 12:20:00,Partly Cloudy,2015-01-02 12:20:00<br />,1.0,,-,58,,1031,9.0,,12:20 PM,10.0,West,22.2,280,2015-01-02 12:20:00
2015-01-02 12:50:00,Partly Cloudy,2015-01-02 12:50:00<br />,1.0,,-,58,,1032,9.0,,12:50 PM,10.0,West,27.8,270,2015-01-02 12:50:00
2015-01-02 13:20:00,Partly Cloudy,2015-01-02 13:20:00<br />,1.0,,-,58,,1032,9.0,,1:20 PM,10.0,West,24.1,280,2015-01-02 13:20:00
2015-01-02 13:50:00,Clear,2015-01-02 13:50:00<br />,1.0,,-,58,,1032,9.0,,1:50 PM,-9999.0,West,25.9,270,2015-01-02 13:50:00
2015-01-02 14:20:00,Partly Cloudy,2015-01-02 14:20:00<br />,1.0,,-,62,,1032,8.0,,2:20 PM,10.0,West,24.1,270,2015-01-02 14:20:00
2015-01-02 14:50:00,Clear,2015-01-02 14:50:00<br />,1.0,,-,62,,1033,8.0,,2:50 PM,-9999.0,West,24.1,270,2015-01-02 14:50:00
2015-01-02 15:20:00,Partly Cloudy,2015-01-02 15:20:00<br />,1.0,,-,66,,1033,7.0,,3:20 PM,10.0,West,18.5,260,2015-01-02 15:20:00
2015-01-02 15:50:00,Partly Cloudy,2015-01-02 15:50:00<br />,1.0,,-,70,,1034,6.0,,3:50 PM,10.0,West,14.8,270,2015-01-02 15:50:00
2015-01-02 16:20:00,Clear,2015-01-02 16:20:00<br />,1.0,,-,70,,1034,6.0,,4:20 PM,-9999.0,West,13.0,260,2015-01-02 16:20:00
2015-01-02 16:50:00,Clear,2015-01-02 16:50:00<br />,0.0,,-,70,,1034,5.0,,4:50 PM,-9999.0,SSW,5.6,210,2015-01-02 16:50:00
2015-01-02 17:20:00,Clear,2015-01-02 17:20:00<br />,1.0,,-,76,,1034,5.0,,5:20 PM,-9999.0,SSW,7.4,210,2015-01-02 17:20:00
2015-01-02 17:50:00,Clear,2015-01-02 17:50:00<br />,1.0,,-,76,,1035,5.0,,5:50 PM,-9999.0,SSW,7.4,210,2015-01-02 17:50:00
2015-01-02 18:20:00,Clear,2015-01-02 18:20:00<br />,1.0,,-,76,,1035,5.0,,6:20 PM,-9999.0,SSW,9.3,210,2015-01-02 18:20:00
2015-01-02 18:50:00,Clear,2015-01-02 18:50:00<br />,1.0,,-,76,,1035,5.0,,6:50 PM,-9999.0,SSW,7.4,210,2015-01-02 18:50:00
2015-01-02 19:20:00,Clear,2015-01-02 19:20:00<br />,1.0,,-,81,,1035,4.0,,7:20 PM,-9999.0,SW,11.1,220,2015-01-02 19:20:00
2015-01-02 19:50:00,Clear,2015-01-02 19:50:00<br />,1.0,,-,81,,1035,4.0,,7:50 PM,-9999.0,SW,11.1,220,2015-01-02 19:50:00
2015-01-02 20:20:00,Clear,2015-01-02 20:20:00<br />,1.0,,-,76,,1035,5.0,,8:20 PM,-9999.0,SW,11.1,220,2015-01-02 20:20:00
2015-01-02 20:50:00,Clear,2015-01-02 20:50:00<br />,1.0,,-,81,,1035,4.0,,8:50 PM,-9999.0,SW,9.3,230,2015-01-02 20:50:00
2015-01-02 21:20:00,Clear,2015-01-02 21:20:00<br />,1.0,,-,81,,1035,4.0,,9:20 PM,-9999.0,SW,9.3,230,2015-01-02 21:20:00
2015-01-02 21:50:00,Clear,2015-01-02 21:50:00<br />,1.0,,-,81,,1034,4.0,,9:50 PM,-9999.0,SSW,7.4,210,2015-01-02 21:50:00
2015-01-02 22:20:00,Clear,2015-01-02 22:20:00<br />,1.0,,-,81,,1034,4.0,,10:20 PM,-9999.0,SW,7.4,230,2015-01-02 22:20:00
2015-01-02 22:50:00,Clear,2015-01-02 22:50:00<br />,1.0,,-,87,,1034,3.0,,10:50 PM,-9999.0,SW,3.7,230,2015-01-02 22:50:00
2015-01-02 23:20:00,Clear,2015-01-02 23:20:00<br />,1.0,,-,87,,1033,3.0,,11:20 PM,-9999.0,Calm,Calm,0,2015-01-02 23:20:00
2015-01-02 23:50:00,Clear,2015-01-02 23:50:00<br />,1.0,,-,87,,1033,3.0,,11:50 PM,-9999.0,Calm,Calm,0,2015-01-02 23:50:00
2015-01-03 00:20:00,Clear,2015-01-03 00:20:00<br />,1.0,,-,81,,1033,4.0,,12:20 AM,-9999.0,SW,9.3,230,2015-01-03 00:20:00
2015-01-03 00:50:00,Clear,2015-01-03 00:50:00<br />,1.0,,-,81,,1032,4.0,,12:50 AM,-9999.0,SW,9.3,220,2015-01-03 00:50:00
2015-01-03 01:20:00,Clear,2015-01-03 01:20:00<br />,1.0,,-,81,,1031,4.0,,1:20 AM,-9999.0,SSW,5.6,200,2015-01-03 01:20:00
2015-01-03 01:50:00,Partly Cloudy,2015-01-03 01:50:00<br />,1.0,,-,76,,1031,5.0,,1:50 AM,10.0,SSW,5.6,200,2015-01-03 01:50:00
2015-01-03 02:20:00,Partly Cloudy,2015-01-03 02:20:00<br />,1.0,,-,76,,1030,5.0,,2:20 AM,10.0,South,3.7,180,2015-01-03 02:20:00
2015-01-03 02:50:00,Partly Cloudy,2015-01-03 02:50:00<br />,2.0,,-,81,,1029,5.0,,2:50 AM,10.0,Variable,3.7,0,2015-01-03 02:50:00
2015-01-03 03:20:00,Scattered Clouds,2015-01-03 03:20:00<br />,2.0,,-,81,,1029,5.0,,3:20 AM,10.0,Variable,3.7,0,2015-01-03 03:20:00
2015-01-03 03:50:00,Light Rain,2015-01-03 03:50:00<br />,2.0,Rain,-,81,,1028,5.0,,3:50 AM,10.0,Calm,Calm,0,2015-01-03 03:50:00
2015-01-03 04:20:00,Light Rain,2015-01-03 04:20:00<br />,2.0,Rain,-,87,,1028,4.0,,4:20 AM,8.0,East,3.7,80,2015-01-03 04:20:00
2015-01-03 04:50:00,Rain,2015-01-03 04:50:00<br />,3.0,Rain,-,93,,1027,4.0,,4:50 AM,6.0,Calm,Calm,0,2015-01-03 04:50:00
2015-01-03 05:20:00,Rain,2015-01-03 05:20:00<br />,3.0,Rain,-,93,,1026,4.0,,5:20 AM,6.0,Calm,Calm,0,2015-01-03 05:20:00
2015-01-03 05:50:00,Rain,2015-01-03 05:50:00<br />,4.0,Rain,-,100,,1025,4.0,,5:50 AM,7.0,Variable,5.6,0,2015-01-03 05:50:00
2015-01-03 06:20:00,Light Rain,2015-01-03 06:20:00<br />,5.0,Rain,-,100,,1024,5.0,,6:20 AM,7.0,Variable,5.6,0,2015-01-03 06:20:00
2015-01-03 06:50:00,Light Rain,2015-01-03 06:50:00<br />,5.0,Rain,-,93,,1023,6.0,,6:50 AM,9.0,SE,7.4,140,2015-01-03 06:50:00
2015-01-03 07:20:00,Light Rain,2015-01-03 07:20:00<br />,5.0,Rain,-,100,,1022,5.0,,7:20 AM,9.0,East,7.4,90,2015-01-03 07:20:00
2015-01-03 07:50:00,Rain,2015-01-03 07:50:00<br />,5.0,Rain,-,100,,1022,5.0,,7:50 AM,6.0,East,9.3,90,2015-01-03 07:50:00
2015-01-03 08:20:00,Rain,2015-01-03 08:20:00<br />,4.0,Rain,-,93,,1020,5.0,,8:20 AM,7.0,East,9.3,90,2015-01-03 08:20:00
2015-01-03 08:50:00,Light Rain,2015-01-03 08:50:00<br />,5.0,Rain,-,100,,1019,5.0,,8:50 AM,7.0,East,11.1,100,2015-01-03 08:50:00
2015-01-03 09:20:00,Light Rain,2015-01-03 09:20:00<br />,5.0,Rain,-,93,,1019,6.0,,9:20 AM,7.0,SE,7.4,140,2015-01-03 09:20:00
2015-01-03 09:50:00,Light Rain,2015-01-03 09:50:00<br />,6.0,Rain,-,93,,1017,7.0,,9:50 AM,7.0,Variable,5.6,0,2015-01-03 09:50:00
2015-01-03 10:20:00,Light Rain,2015-01-03 10:20:00<br />,7.0,Rain,-,100,,1018,7.0,,10:20 AM,10.0,ENE,7.4,60,2015-01-03 10:20:00
2015-01-03 10:50:00,Light Rain,2015-01-03 10:50:00<br />,7.0,Rain,-,100,,1016,7.0,,10:50 AM,4.0,East,11.1,90,2015-01-03 10:50:00
2015-01-03 11:20:00,Light Rain,2015-01-03 11:20:00<br />,6.0,Rain,-,93,,1016,7.0,,11:20 AM,1.6,East,9.3,100,2015-01-03 11:20:00
2015-01-03 11:50:00,Rain,2015-01-03 11:50:00<br />,6.0,Rain,-,93,,1015,7.0,,11:50 AM,1.8,East,7.4,90,2015-01-03 11:50:00
2015-01-03 12:20:00,Drizzle,2015-01-03 12:20:00<br />,7.0,,-,100,,1014,7.0,,12:20 PM,2.5,ENE,3.7,70,2015-01-03 12:20:00
2015-01-03 12:50:00,Light Rain,2015-01-03 12:50:00<br />,7.0,Rain,-,100,,1014,7.0,,12:50 PM,3.0,Calm,Calm,0,2015-01-03 12:50:00
2015-01-03 13:20:00,Light Rain,2015-01-03 13:20:00<br />,8.0,Rain,-,100,,1014,8.0,,1:20 PM,8.0,Variable,3.7,0,2015-01-03 13:20:00
2015-01-03 13:50:00,Mostly Cloudy,2015-01-03 13:50:00<br />,10.0,,-,94,,1014,11.0,,1:50 PM,10.0,West,22.2,270,2015-01-03 13:50:00
2015-01-03 14:20:00,Light Rain,2015-01-03 14:20:00<br />,10.0,Rain,-,88,,1015,12.0,,2:20 PM,7.0,West,27.8,280,2015-01-03 14:20:00
2015-01-03 14:50:00,Light Rain,2015-01-03 14:50:00<br />,9.0,Rain,-,94,,1016,10.0,,2:50 PM,5.0,NNW,25.9,330,2015-01-03 14:50:00
2015-01-03 15:20:00,Mostly Cloudy,2015-01-03 15:20:00<br />,6.0,,-,93,,1017,7.0,,3:20 PM,8.0,NNW,14.8,330,2015-01-03 15:20:00
2015-01-03 15:50:00,Mostly Cloudy,2015-01-03 15:50:00<br />,6.0,,-,93,,1018,7.0,,3:50 PM,10.0,North,13.0,350,2015-01-03 15:50:00
2015-01-03 16:20:00,Mostly Cloudy,2015-01-03 16:20:00<br />,6.0,,-,100,,1020,6.0,,4:20 PM,10.0,North,14.8,360,2015-01-03 16:20:00
2015-01-03 16:50:00,Scattered Clouds,2015-01-03 16:50:00<br />,5.0,,-,93,,1021,6.0,,4:50 PM,9.0,North,18.5,10,2015-01-03 16:50:00
2015-01-03 17:20:00,Mostly Cloudy,2015-01-03 17:20:00<br />,5.0,,-,93,,1022,6.0,,5:20 PM,10.0,NNE,16.7,30,2015-01-03 17:20:00
2015-01-03 17:50:00,Mostly Cloudy,2015-01-03 17:50:00<br />,4.0,,-,93,,1022,5.0,,5:50 PM,10.0,North,13.0,360,2015-01-03 17:50:00
2015-01-03 18:20:00,Mostly Cloudy,2015-01-03 18:20:00<br />,4.0,,-,93,,1023,5.0,,6:20 PM,10.0,NNE,13.0,20,2015-01-03 18:20:00
2015-01-03 18:50:00,Overcast,2015-01-03 18:50:00<br />,3.0,,-,87,,1024,5.0,,6:50 PM,10.0,NNE,9.3,20,2015-01-03 18:50:00
2015-01-03 19:20:00,Mostly Cloudy,2015-01-03 19:20:00<br />,3.0,,-,93,,1024,4.0,,7:20 PM,10.0,North,11.1,10,2015-01-03 19:20:00
2015-01-03 19:50:00,Partly Cloudy,2015-01-03 19:50:00<br />,2.0,,-,87,,1026,4.0,,7:50 PM,10.0,NNW,7.4,340,2015-01-03 19:50:00
2015-01-03 20:20:00,Mostly Cloudy,2015-01-03 20:20:00<br />,3.0,,-,93,,1027,4.0,,8:20 PM,10.0,NNW,11.1,340,2015-01-03 20:20:00
2015-01-03 20:50:00,Partly Cloudy,2015-01-03 20:50:00<br />,3.0,,-,93,,1028,4.0,,8:50 PM,10.0,NNW,7.4,330,2015-01-03 20:50:00
2015-01-03 21:20:00,Mostly Cloudy,2015-01-03 21:20:00<br />,3.0,,-,93,,1029,4.0,,9:20 PM,10.0,NW,11.1,320,2015-01-03 21:20:00
2015-01-03 21:50:00,Partly Cloudy,2015-01-03 21:50:00<br />,2.0,,-,93,,1029,3.0,,9:50 PM,10.0,NW,7.4,310,2015-01-03 21:50:00
2015-01-03 22:20:00,Partly Cloudy,2015-01-03 22:20:00<br />,2.0,,-,93,,1029,3.0,,10:20 PM,10.0,NNW,11.1,340,2015-01-03 22:20:00
2015-01-03 22:50:00,Mostly Cloudy,2015-01-03 22:50:00<br />,2.0,,-,93,,1030,3.0,,10:50 PM,10.0,West,9.3,270,2015-01-03 22:50:00
2015-01-03 23:20:00,Mostly Cloudy,2015-01-03 23:20:00<br />,3.0,,-,100,,1031,3.0,,11:20 PM,9.0,NW,11.1,310,2015-01-03 23:20:00
2015-01-03 23:50:00,Mostly Cloudy,2015-01-03 23:50:00<br />,3.0,,-,100,,1031,3.0,,11:50 PM,8.0,NNW,14.8,340,2015-01-03 23:50:00
2015-01-04 00:20:00,Mostly Cloudy,2015-01-04 00:20:00<br />,3.0,,-,100,,1031,3.0,,12:20 AM,5.0,NNW,11.1,340,2015-01-04 00:20:00
2015-01-04 00:50:00,Mostly Cloudy,2015-01-04 00:50:00<br />,3.0,,-,100,,1031,3.0,,12:50 AM,5.0,North,9.3,350,2015-01-04 00:50:00
2015-01-04 01:20:00,Mostly Cloudy,2015-01-04 01:20:00<br />,3.0,,-,100,,1031,3.0,,1:20 AM,5.0,NNE,7.4,30,2015-01-04 01:20:00
2015-01-04 01:50:00,Mostly Cloudy,2015-01-04 01:50:00<br />,2.0,,-,93,,1031,3.0,,1:50 AM,7.0,NNE,11.1,30,2015-01-04 01:50:00
2015-01-04 02:20:00,Mostly Cloudy,2015-01-04 02:20:00<br />,2.0,,-,100,,1032,2.0,,2:20 AM,7.0,Variable,5.6,0,2015-01-04 02:20:00
2015-01-04 02:50:00,Scattered Clouds,2015-01-04 02:50:00<br />,1.0,,-,93,,1032,2.0,,2:50 AM,7.0,NNE,5.6,20,2015-01-04 02:50:00
2015-01-04 03:20:00,Mostly Cloudy,2015-01-04 03:20:00<br />,1.0,,-,93,,1033,2.0,,3:20 AM,4.5,NNE,5.6,20,2015-01-04 03:20:00
2015-01-04 03:50:00,Mostly Cloudy,2015-01-04 03:50:00<br />,2.0,,-,100,,1033,2.0,,3:50 AM,4.5,Variable,5.6,0,2015-01-04 03:50:00
2015-01-04 04:20:00,Overcast,2015-01-04 04:20:00<br />,2.0,,-,100,,1033,2.0,,4:20 AM,4.5,Variable,3.7,0,2015-01-04 04:20:00
2015-01-04 04:50:00,Overcast,2015-01-04 04:50:00<br />,2.0,,-,100,,1033,2.0,,4:50 AM,5.0,WSW,7.4,240,2015-01-04 04:50:00
2015-01-04 05:20:00,Mostly Cloudy,2015-01-04 05:20:00<br />,2.0,,-,100,,1033,2.0,,5:20 AM,6.0,SW,5.6,220,2015-01-04 05:20:00
2015-01-04 05:50:00,Mostly Cloudy,2015-01-04 05:50:00<br />,1.0,,-,93,,1033,2.0,,5:50 AM,5.0,SW,7.4,220,2015-01-04 05:50:00
2015-01-04 06:20:00,Mostly Cloudy,2015-01-04 06:20:00<br />,1.0,,-,93,,1034,2.0,,6:20 AM,4.0,West,7.4,260,2015-01-04 06:20:00
2015-01-04 06:50:00,Mostly Cloudy,2015-01-04 06:50:00<br />,1.0,,-,93,,1034,2.0,,6:50 AM,5.0,Variable,5.6,0,2015-01-04 06:50:00
2015-01-04 07:20:00,Mostly Cloudy,2015-01-04 07:20:00<br />,1.0,,-,93,,1035,2.0,,7:20 AM,5.0,WNW,7.4,300,2015-01-04 07:20:00
2015-01-04 07:50:00,Haze,2015-01-04 07:50:00<br />,1.0,,-,93,,1035,2.0,,7:50 AM,5.0,Variable,5.6,0,2015-01-04 07:50:00
2015-01-04 08:20:00,Mostly Cloudy,2015-01-04 08:20:00<br />,1.0,,-,93,,1036,2.0,,8:20 AM,5.0,WSW,5.6,240,2015-01-04 08:20:00
2015-01-04 08:50:00,Haze,2015-01-04 08:50:00<br />,1.0,,-,93,,1036,2.0,,8:50 AM,5.0,Variable,3.7,0,2015-01-04 08:50:00
2015-01-04 09:20:00,Mostly Cloudy,2015-01-04 09:20:00<br />,1.0,,-,93,,1036,2.0,,9:20 AM,5.0,WSW,7.4,250,2015-01-04 09:20:00
2015-01-04 09:50:00,Mostly Cloudy,2015-01-04 09:50:00<br />,1.0,,-,93,,1037,2.0,,9:50 AM,5.0,Variable,5.6,0,2015-01-04 09:50:00
2015-01-04 10:20:00,Mostly Cloudy,2015-01-04 10:20:00<br />,1.0,,-,93,,1037,2.0,,10:20 AM,3.5,Variable,3.7,0,2015-01-04 10:20:00
2015-01-04 10:50:00,Mostly Cloudy,2015-01-04 10:50:00<br />,1.0,,-,93,,1037,2.0,,10:50 AM,3.5,WSW,7.4,240,2015-01-04 10:50:00
2015-01-04 11:20:00,Mostly Cloudy,2015-01-04 11:20:00<br />,1.0,,-,93,,1037,2.0,,11:20 AM,4.0,WSW,9.3,240,2015-01-04 11:20:00
2015-01-04 11:50:00,Mostly Cloudy,2015-01-04 11:50:00<br />,2.0,,-,100,,1037,2.0,,11:50 AM,3.5,Variable,5.6,0,2015-01-04 11:50:00
2015-01-04 12:20:00,Mostly Cloudy,2015-01-04 12:20:00<br />,2.0,,-,100,,1037,2.0,,12:20 PM,2.2,West,9.3,260,2015-01-04 12:20:00
2015-01-04 12:50:00,Mostly Cloudy,2015-01-04 12:50:00<br />,2.0,,-,100,,1037,2.0,,12:50 PM,2.2,WSW,7.4,250,2015-01-04 12:50:00
2015-01-04 13:20:00,Mostly Cloudy,2015-01-04 13:20:00<br />,2.0,,-,100,,1037,2.0,,1:20 PM,1.7,West,9.3,260,2015-01-04 13:20:00
2015-01-04 13:50:00,Mostly Cloudy,2015-01-04 13:50:00<br />,2.0,,-,100,,1036,2.0,,1:50 PM,2.4,Variable,3.7,0,2015-01-04 13:50:00
2015-01-04 14:20:00,Mostly Cloudy,2015-01-04 14:20:00<br />,2.0,,-,100,,1036,2.0,,2:20 PM,4.5,Variable,3.7,0,2015-01-04 14:20:00
2015-01-04 14:50:00,Mostly Cloudy,2015-01-04 14:50:00<br />,2.0,,-,100,,1036,2.0,,2:50 PM,4.0,WSW,5.6,240,2015-01-04 14:50:00
2015-01-04 15:20:00,Mostly Cloudy,2015-01-04 15:20:00<br />,2.0,,-,100,,1036,2.0,,3:20 PM,1.2,Variable,3.7,0,2015-01-04 15:20:00
2015-01-04 15:50:00,Fog,2015-01-04 15:50:00<br />,2.0,Fog,-,100,,1036,2.0,,3:50 PM,0.4,Variable,3.7,0,2015-01-04 15:50:00
2015-01-04 16:20:00,Fog,2015-01-04 16:20:00<br />,2.0,Fog,-,100,,1036,2.0,,4:20 PM,0.4,Variable,3.7,0,2015-01-04 16:20:00
2015-01-04 16:50:00,Fog,2015-01-04 16:50:00<br />,2.0,Fog,-,100,,1036,2.0,,4:50 PM,0.3,Calm,Calm,0,2015-01-04 16:50:00
2015-01-04 17:20:00,Fog,2015-01-04 17:20:00<br />,2.0,Fog,-,100,,1036,2.0,,5:20 PM,0.3,SE,3.7,130,2015-01-04 17:20:00
2015-01-04 17:50:00,Fog,2015-01-04 17:50:00<br />,2.0,Fog,-,100,,1036,2.0,,5:50 PM,0.5,Variable,3.7,0,2015-01-04 17:50:00
2015-01-04 18:20:00,Fog,2015-01-04 18:20:00<br />,2.0,Fog,-,100,,1036,2.0,,6:20 PM,0.2,Variable,3.7,0,2015-01-04 18:20:00
2015-01-04 18:50:00,Fog,2015-01-04 18:50:00<br />,2.0,Fog,-,100,,1035,2.0,,6:50 PM,0.2,Calm,Calm,0,2015-01-04 18:50:00
2015-01-04 19:20:00,Fog,2015-01-04 19:20:00<br />,1.0,Fog,-,100,,1035,1.0,,7:20 PM,0.2,Variable,3.7,0,2015-01-04 19:20:00
2015-01-04 19:50:00,Fog,2015-01-04 19:50:00<br />,1.0,Fog,-,100,,1035,1.0,,7:50 PM,0.2,East,3.7,90,2015-01-04 19:50:00
2015-01-04 20:20:00,Mostly Cloudy,2015-01-04 20:20:00<br />,1.0,,-,100,,1035,1.0,,8:20 PM,1.1,East,5.6,100,2015-01-04 20:20:00
2015-01-04 20:50:00,Fog,2015-01-04 20:50:00<br />,1.0,Fog,-,100,,1035,1.0,,8:50 PM,0.9,East,3.7,90,2015-01-04 20:50:00
2015-01-04 21:20:00,Mostly Cloudy,2015-01-04 21:20:00<br />,1.0,,-,100,,1035,1.0,,9:20 PM,2.3,Variable,3.7,0,2015-01-04 21:20:00
2015-01-04 21:50:00,Mostly Cloudy,2015-01-04 21:50:00<br />,2.0,,-,100,,1035,2.0,,9:50 PM,3.5,East,5.6,90,2015-01-04 21:50:00
2015-01-04 22:20:00,Mostly Cloudy,2015-01-04 22:20:00<br />,2.0,,-,100,,1035,2.0,,10:20 PM,3.0,East,7.4,100,2015-01-04 22:20:00
2015-01-04 22:50:00,Mostly Cloudy,2015-01-04 22:50:00<br />,2.0,,-,100,,1034,2.0,,10:50 PM,3.0,East,3.7,80,2015-01-04 22:50:00
2015-01-04 23:20:00,Mostly Cloudy,2015-01-04 23:20:00<br />,2.0,,-,100,,1034,2.0,,11:20 PM,3.5,ENE,5.6,70,2015-01-04 23:20:00
2015-01-04 23:50:00,Mostly Cloudy,2015-01-04 23:50:00<br />,2.0,,-,100,,1034,2.0,,11:50 PM,3.5,East,5.6,90,2015-01-04 23:50:00
2015-01-05 00:20:00,Mostly Cloudy,2015-01-05 00:20:00<br />,3.0,,-,100,,1034,3.0,,12:20 AM,3.5,Variable,3.7,0,2015-01-05 00:20:00
2015-01-05 00:50:00,Mostly Cloudy,2015-01-05 00:50:00<br />,3.0,,-,100,,1033,3.0,,12:50 AM,3.5,Variable,5.6,0,2015-01-05 00:50:00
2015-01-05 01:20:00,Mostly Cloudy,2015-01-05 01:20:00<br />,3.0,,-,100,,1033,3.0,,1:20 AM,-9999.0,NNE,5.6,20,2015-01-05 01:20:00
2015-01-05 01:50:00,Mostly Cloudy,2015-01-05 01:50:00<br />,3.0,,-,100,,1033,3.0,,1:50 AM,3.5,Calm,Calm,0,2015-01-05 01:50:00
2015-01-05 02:20:00,Overcast,2015-01-05 02:20:00<br />,3.0,,-,100,,1033,3.0,,2:20 AM,3.5,Variable,3.7,0,2015-01-05 02:20:00
2015-01-05 02:50:00,Mostly Cloudy,2015-01-05 02:50:00<br />,3.0,,-,100,,1033,3.0,,2:50 AM,3.5,Variable,5.6,0,2015-01-05 02:50:00
2015-01-05 03:20:00,Mostly Cloudy,2015-01-05 03:20:00<br />,3.0,,-,100,,1033,3.0,,3:20 AM,3.5,Variable,3.7,0,2015-01-05 03:20:00
2015-01-05 03:50:00,Overcast,2015-01-05 03:50:00<br />,3.0,,-,100,,1032,3.0,,3:50 AM,3.0,East,7.4,80,2015-01-05 03:50:00
2015-01-05 04:20:00,Overcast,2015-01-05 04:20:00<br />,3.0,,-,100,,1032,3.0,,4:20 AM,3.0,Calm,Calm,0,2015-01-05 04:20:00
2015-01-05 04:50:00,Overcast,2015-01-05 04:50:00<br />,3.0,,-,100,,1032,3.0,,4:50 AM,2.5,Variable,3.7,0,2015-01-05 04:50:00
2015-01-05 05:20:00,Mostly Cloudy,2015-01-05 05:20:00<br />,3.0,,-,100,,1031,3.0,,5:20 AM,2.5,East,5.6,80,2015-01-05 05:20:00
2015-01-05 05:50:00,Mostly Cloudy,2015-01-05 05:50:00<br />,3.0,,-,100,,1031,3.0,,5:50 AM,3.0,ENE,5.6,70,2015-01-05 05:50:00
2015-01-05 06:20:00,Mostly Cloudy,2015-01-05 06:20:00<br />,3.0,,-,100,,1031,3.0,,6:20 AM,3.0,Variable,3.7,0,2015-01-05 06:20:00
2015-01-05 06:50:00,Mostly Cloudy,2015-01-05 06:50:00<br />,3.0,,-,100,,1031,3.0,,6:50 AM,3.5,Calm,Calm,0,2015-01-05 06:50:00
2015-01-05 07:20:00,Mostly Cloudy,2015-01-05 07:20:00<br />,3.0,,-,93,,1031,4.0,,7:20 AM,3.0,Calm,Calm,0,2015-01-05 07:20:00
2015-01-05 07:50:00,Mostly Cloudy,2015-01-05 07:50:00<br />,4.0,,-,100,,1030,4.0,,7:50 AM,4.0,Variable,3.7,0,2015-01-05 07:50:00
2015-01-05 08:20:00,Mostly Cloudy,2015-01-05 08:20:00<br />,4.0,,-,100,,1030,4.0,,8:20 AM,3.5,Variable,3.7,0,2015-01-05 08:20:00
2015-01-05 08:50:00,Mostly Cloudy,2015-01-05 08:50:00<br />,4.0,,-,100,,1030,4.0,,8:50 AM,4.0,East,3.7,90,2015-01-05 08:50:00
2015-01-05 09:20:00,Mostly Cloudy,2015-01-05 09:20:00<br />,4.0,,-,93,,1030,5.0,,9:20 AM,-9999.0,Variable,3.7,0,2015-01-05 09:20:00
2015-01-05 09:50:00,Overcast,2015-01-05 09:50:00<br />,5.0,,-,100,,1030,5.0,,9:50 AM,-9999.0,Calm,Calm,0,2015-01-05 09:50:00
2015-01-05 10:20:00,Haze,2015-01-05 10:20:00<br />,5.0,,-,93,,1030,6.0,,10:20 AM,4.5,Calm,Calm,0,2015-01-05 10:20:00
2015-01-05 10:50:00,Haze,2015-01-05 10:50:00<br />,6.0,,-,93,,1030,7.0,,10:50 AM,4.5,Variable,3.7,0,2015-01-05 10:50:00
2015-01-05 11:20:00,Haze,2015-01-05 11:20:00<br />,8.0,,-,93,,1029,9.0,,11:20 AM,5.0,SW,7.4,220,2015-01-05 11:20:00
2015-01-05 11:50:00,Haze,2015-01-05 11:50:00<br />,8.0,,-,93,,1029,9.0,,11:50 AM,5.0,SW,7.4,220,2015-01-05 11:50:00
2015-01-05 12:20:00,Mostly Cloudy,2015-01-05 12:20:00<br />,8.0,,-,87,,1029,10.0,,12:20 PM,7.0,SW,13.0,230,2015-01-05 12:20:00
2015-01-05 12:50:00,Mostly Cloudy,2015-01-05 12:50:00<br />,8.0,,-,87,,1028,10.0,,12:50 PM,9.0,SW,13.0,220,2015-01-05 12:50:00
2015-01-05 13:20:00,Mostly Cloudy,2015-01-05 13:20:00<br />,8.0,,-,87,,1028,10.0,,1:20 PM,9.0,SW,11.1,220,2015-01-05 13:20:00
2015-01-05 13:50:00,Mostly Cloudy,2015-01-05 13:50:00<br />,8.0,,-,87,,1028,10.0,,1:50 PM,10.0,SSW,11.1,210,2015-01-05 13:50:00
2015-01-05 14:20:00,Mostly Cloudy,2015-01-05 14:20:00<br />,7.0,,-,82,,1028,10.0,,2:20 PM,10.0,SSW,11.1,210,2015-01-05 14:20:00
2015-01-05 14:50:00,Mostly Cloudy,2015-01-05 14:50:00<br />,6.0,,-,76,,1027,10.0,,2:50 PM,10.0,SW,11.1,220,2015-01-05 14:50:00
2015-01-05 15:20:00,Mostly Cloudy,2015-01-05 15:20:00<br />,6.0,,-,82,,1027,9.0,,3:20 PM,10.0,SSW,14.8,210,2015-01-05 15:20:00
2015-01-05 15:50:00,Mostly Cloudy,2015-01-05 15:50:00<br />,6.0,,-,82,,1027,9.0,,3:50 PM,10.0,SSW,11.1,210,2015-01-05 15:50:00
2015-01-05 16:20:00,Mostly Cloudy,2015-01-05 16:20:00<br />,6.0,,-,82,,1027,9.0,,4:20 PM,10.0,SSW,9.3,210,2015-01-05 16:20:00
2015-01-05 16:50:00,Mostly Cloudy,2015-01-05 16:50:00<br />,5.0,,-,76,,1027,9.0,,4:50 PM,10.0,SSW,9.3,210,2015-01-05 16:50:00
2015-01-05 17:20:00,Mostly Cloudy,2015-01-05 17:20:00<br />,5.0,,-,76,,1027,9.0,,5:20 PM,10.0,SSW,9.3,200,2015-01-05 17:20:00
