timestamp,TimeSGT,TemperatureC,Dew PointC,Humidity,Sea Level PressurehPa,VisibilityKm,Wind Direction,Wind SpeedKm/h,Gust SpeedKm/h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC<br />,timestamp
2012-05-11 17:00:00,5:00 PM,30.0,26.0,79,1006,10.0,ENE,1.9,-,,,Mostly Cloudy,70,2012-05-11 09:00:00<br />,2012-05-11 17:00:00
2012-05-11 18:00:00,6:00 PM,31.0,25.0,70,1007,10.0,SSW,5.6,-,,,Mostly Cloudy,210,2012-05-11 10:00:00<br />,2012-05-11 18:00:00
2012-05-11 19:00:00,7:00 PM,30.0,25.0,74,1007,10.0,SSW,3.7,-,,,Mostly Cloudy,200,2012-05-11 11:00:00<br />,2012-05-11 19:00:00
2012-05-11 20:00:00,8:00 PM,30.0,25.0,74,1008,10.0,SSW,3.7,-,,,Mostly Cloudy,210,2012-05-11 12:00:00<br />,2012-05-11 20:00:00
2012-05-11 21:00:00,9:00 PM,30.0,25.0,74,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 13:00:00<br />,2012-05-11 21:00:00
2012-05-11 22:00:00,10:00 PM,30.0,25.0,74,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 14:00:00<br />,2012-05-11 22:00:00
2012-05-11 23:00:00,11:00 PM,28.0,24.0,79,1010,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 15:00:00<br />,2012-05-11 23:00:00
2012-05-12 05:00:00,5:00 AM,27.0,26.0,94,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 21:00:00<br />,2012-05-12 05:00:00
2012-05-12 06:00:00,6:00 AM,27.0,26.0,94,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 22:00:00<br />,2012-05-12 06:00:00
2012-05-12 07:00:00,7:00 AM,28.0,25.0,84,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-11 23:00:00<br />,2012-05-12 07:00:00
2012-05-12 08:00:00,8:00 AM,27.0,24.0,84,1009,10.0,West,3.7,-,,,Mostly Cloudy,270,2012-05-12 00:00:00<br />,2012-05-12 08:00:00
2012-05-12 09:00:00,9:00 AM,29.0,25.0,79,1009,10.0,WNW,1.9,-,,,Mostly Cloudy,290,2012-05-12 01:00:00<br />,2012-05-12 09:00:00
2012-05-12 10:00:00,10:00 AM,30.0,25.0,74,1009,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-12 02:00:00<br />,2012-05-12 10:00:00
2012-05-12 11:00:00,11:00 AM,32.0,25.0,66,1009,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-12 03:00:00<br />,2012-05-12 11:00:00
2012-05-12 12:00:00,12:00 PM,33.0,24.0,59,1008,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-12 04:00:00<br />,2012-05-12 12:00:00
2012-05-12 13:00:00,1:00 PM,33.0,24.0,59,1007,10.0,West,7.4,-,,,Mostly Cloudy,280,2012-05-12 05:00:00<br />,2012-05-12 13:00:00
2012-05-12 14:00:00,2:00 PM,34.0,24.0,56,1007,10.0,NW,5.6,-,,,Mostly Cloudy,310,2012-05-12 06:00:00<br />,2012-05-12 14:00:00
2012-05-12 15:00:00,3:00 PM,34.0,24.0,56,1006,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-12 07:00:00<br />,2012-05-12 15:00:00
2012-05-12 16:00:00,4:00 PM,34.0,22.0,49,1005,10.0,NW,5.6,-,,,Mostly Cloudy,320,2012-05-12 08:00:00<br />,2012-05-12 16:00:00
2012-05-12 17:00:00,5:00 PM,33.0,23.0,55,1005,10.0,NW,5.6,-,,,Mostly Cloudy,310,2012-05-12 09:00:00<br />,2012-05-12 17:00:00
2012-05-12 18:00:00,6:00 PM,33.0,23.0,55,1005,10.0,NNW,3.7,-,,,Mostly Cloudy,330,2012-05-12 10:00:00<br />,2012-05-12 18:00:00
2012-05-12 19:00:00,7:00 PM,32.0,24.0,62,1006,10.0,NW,3.7,-,,,Mostly Cloudy,320,2012-05-12 11:00:00<br />,2012-05-12 19:00:00
2012-05-12 20:00:00,8:00 PM,31.0,24.0,66,1007,10.0,NW,1.9,-,,,Mostly Cloudy,320,2012-05-12 12:00:00<br />,2012-05-12 20:00:00
2012-05-12 21:00:00,9:00 PM,31.0,24.0,66,1007,10.0,Calm,Calm,-,,,Scattered Clouds,0,2012-05-12 13:00:00<br />,2012-05-12 21:00:00
2012-05-12 22:00:00,10:00 PM,31.0,24.0,66,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-12 14:00:00<br />,2012-05-12 22:00:00
2012-05-12 23:00:00,11:00 PM,30.0,25.0,74,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-12 15:00:00<br />,2012-05-12 23:00:00
2012-05-13 05:00:00,5:00 AM,24.0,23.0,94,1009,8.0,West,9.3,-,,Rain,Light Rain,280,2012-05-12 21:00:00<br />,2012-05-13 05:00:00
2012-05-13 05:35:00,5:35 AM,24.0,23.0,94,1009,4.0,WNW,13.0,-,,Rain,Heavy Rain,290,2012-05-12 21:35:00<br />,2012-05-13 05:35:00
2012-05-13 06:00:00,6:00 AM,24.0,23.0,94,1009,8.0,WNW,7.4,-,,Rain,Rain,290,2012-05-12 22:00:00<br />,2012-05-13 06:00:00
2012-05-13 07:00:00,7:00 AM,25.0,23.0,89,1009,10.0,West,3.7,-,,Rain,Light Rain,270,2012-05-12 23:00:00<br />,2012-05-13 07:00:00
2012-05-13 08:00:00,8:00 AM,25.0,24.0,94,1009,10.0,NW,3.7,-,,,Mostly Cloudy,310,2012-05-13 00:00:00<br />,2012-05-13 08:00:00
2012-05-13 09:00:00,9:00 AM,26.0,24.0,89,1009,10.0,WNW,5.6,-,,Rain,Light Rain,300,2012-05-13 01:00:00<br />,2012-05-13 09:00:00
2012-05-13 10:00:00,10:00 AM,27.0,24.0,84,1009,10.0,WNW,5.6,-,,,Mostly Cloudy,290,2012-05-13 02:00:00<br />,2012-05-13 10:00:00
2012-05-13 11:00:00,11:00 AM,28.0,24.0,79,1009,10.0,West,5.6,-,,,Mostly Cloudy,270,2012-05-13 03:00:00<br />,2012-05-13 11:00:00
2012-05-13 13:00:00,1:00 PM,32.0,24.0,62,1007,10.0,WNW,5.6,-,,,Mostly Cloudy,300,2012-05-13 05:00:00<br />,2012-05-13 13:00:00
2012-05-13 14:00:00,2:00 PM,32.0,24.0,62,1007,10.0,West,7.4,-,,,Mostly Cloudy,270,2012-05-13 06:00:00<br />,2012-05-13 14:00:00
2012-05-13 15:00:00,3:00 PM,31.0,24.0,66,1006,10.0,WNW,5.6,-,,,Mostly Cloudy,290,2012-05-13 07:00:00<br />,2012-05-13 15:00:00
2012-05-13 16:00:00,4:00 PM,31.0,25.0,70,1006,10.0,WNW,5.6,-,,,Mostly Cloudy,300,2012-05-13 08:00:00<br />,2012-05-13 16:00:00
2012-05-13 17:00:00,5:00 PM,31.0,25.0,70,1006,10.0,WNW,5.6,-,,,Mostly Cloudy,290,2012-05-13 09:00:00<br />,2012-05-13 17:00:00
2012-05-13 18:00:00,6:00 PM,30.0,24.0,70,1006,10.0,WNW,5.6,-,,,Mostly Cloudy,290,2012-05-13 10:00:00<br />,2012-05-13 18:00:00
2012-05-13 19:00:00,7:00 PM,30.0,23.0,66,1007,10.0,WNW,1.9,-,,,Mostly Cloudy,300,2012-05-13 11:00:00<br />,2012-05-13 19:00:00
2012-05-13 20:00:00,8:00 PM,30.0,24.0,70,1007,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-13 12:00:00<br />,2012-05-13 20:00:00
2012-05-13 21:00:00,9:00 PM,29.0,24.0,74,1008,10.0,WNW,3.7,-,,,Mostly Cloudy,300,2012-05-13 13:00:00<br />,2012-05-13 21:00:00
2012-05-13 22:00:00,10:00 PM,29.0,25.0,79,1009,10.0,West,1.9,-,,,Mostly Cloudy,260,2012-05-13 14:00:00<br />,2012-05-13 22:00:00
2012-05-13 23:00:00,11:00 PM,29.0,25.0,79,1009,10.0,WSW,1.9,-,,,Mostly Cloudy,240,2012-05-13 15:00:00<br />,2012-05-13 23:00:00
2012-05-14 05:00:00,5:00 AM,29.0,25.0,79,1007,10.0,West,1.9,-,,,Mostly Cloudy,270,2012-05-13 21:00:00<br />,2012-05-14 05:00:00
2012-05-14 06:00:00,6:00 AM,29.0,25.0,79,1008,10.0,NW,1.9,-,,,Mostly Cloudy,320,2012-05-13 22:00:00<br />,2012-05-14 06:00:00
2012-05-14 07:00:00,7:00 AM,28.0,25.0,84,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-13 23:00:00<br />,2012-05-14 07:00:00
2012-05-14 08:00:00,8:00 AM,28.0,26.0,89,1008,10.0,Calm,Calm,-,,,Scattered Clouds,0,2012-05-14 00:00:00<br />,2012-05-14 08:00:00
2012-05-14 09:00:00,9:00 AM,30.0,26.0,79,1009,10.0,WNW,3.7,-,,,Mostly Cloudy,300,2012-05-14 01:00:00<br />,2012-05-14 09:00:00
2012-05-14 10:00:00,10:00 AM,31.0,25.0,70,1009,9.0,WNW,5.6,-,,,Mostly Cloudy,300,2012-05-14 02:00:00<br />,2012-05-14 10:00:00
2012-05-14 11:00:00,11:00 AM,31.0,26.0,75,1009,10.0,West,7.4,-,,,Mostly Cloudy,260,2012-05-14 03:00:00<br />,2012-05-14 11:00:00
2012-05-14 12:00:00,12:00 PM,32.0,25.0,66,1009,10.0,West,7.4,-,,,Mostly Cloudy,260,2012-05-14 04:00:00<br />,2012-05-14 12:00:00
2012-05-14 13:00:00,1:00 PM,33.0,24.0,59,1007,10.0,West,7.4,-,,,Mostly Cloudy,280,2012-05-14 05:00:00<br />,2012-05-14 13:00:00
2012-05-14 14:00:00,2:00 PM,34.0,25.0,59,1007,10.0,West,7.4,-,,,Mostly Cloudy,280,2012-05-14 06:00:00<br />,2012-05-14 14:00:00
2012-05-14 15:00:00,3:00 PM,34.0,23.0,52,1006,10.0,West,7.4,-,,,Mostly Cloudy,280,2012-05-14 07:00:00<br />,2012-05-14 15:00:00
2012-05-14 16:00:00,4:00 PM,34.0,23.0,52,1006,10.0,West,9.3,-,,,Mostly Cloudy,280,2012-05-14 08:00:00<br />,2012-05-14 16:00:00
2012-05-14 17:00:00,5:00 PM,34.0,23.0,52,1006,10.0,NW,7.4,-,,,Mostly Cloudy,310,2012-05-14 09:00:00<br />,2012-05-14 17:00:00
2012-05-14 18:00:00,6:00 PM,34.0,23.0,52,1006,10.0,WNW,5.6,-,,,Mostly Cloudy,300,2012-05-14 10:00:00<br />,2012-05-14 18:00:00
2012-05-14 19:00:00,7:00 PM,33.0,22.0,52,1007,10.0,WNW,3.7,-,,,Mostly Cloudy,300,2012-05-14 11:00:00<br />,2012-05-14 19:00:00
2012-05-14 20:00:00,8:00 PM,32.0,23.0,59,1008,10.0,NW,3.7,-,,,Mostly Cloudy,310,2012-05-14 12:00:00<br />,2012-05-14 20:00:00
2012-05-14 21:00:00,9:00 PM,31.0,23.0,62,1009,10.0,West,3.7,-,,,Mostly Cloudy,280,2012-05-14 13:00:00<br />,2012-05-14 21:00:00
2012-05-14 22:00:00,10:00 PM,31.0,23.0,62,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-14 14:00:00<br />,2012-05-14 22:00:00
2012-05-14 23:00:00,11:00 PM,31.0,23.0,62,1010,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-14 15:00:00<br />,2012-05-14 23:00:00
2012-05-15 05:00:00,5:00 AM,29.0,24.0,74,1007,10.0,NE,1.9,-,,,Mostly Cloudy,50,2012-05-14 21:00:00<br />,2012-05-15 05:00:00
2012-05-15 06:00:00,6:00 AM,29.0,25.0,79,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-14 22:00:00<br />,2012-05-15 06:00:00
2012-05-15 07:00:00,7:00 AM,28.0,25.0,84,1008,8.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-14 23:00:00<br />,2012-05-15 07:00:00
2012-05-15 08:00:00,8:00 AM,29.0,25.0,79,1009,8.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-15 00:00:00<br />,2012-05-15 08:00:00
2012-05-15 09:00:00,9:00 AM,30.0,25.0,74,1009,8.0,ENE,1.9,-,,,Mostly Cloudy,70,2012-05-15 01:00:00<br />,2012-05-15 09:00:00
2012-05-15 10:00:00,10:00 AM,31.0,26.0,75,1009,8.0,NW,1.9,-,,,Mostly Cloudy,310,2012-05-15 02:00:00<br />,2012-05-15 10:00:00
2012-05-15 11:00:00,11:00 AM,32.0,26.0,70,1009,8.0,West,1.9,-,,,Mostly Cloudy,280,2012-05-15 03:00:00<br />,2012-05-15 11:00:00
2012-05-15 12:00:00,12:00 PM,30.0,26.0,79,1008,10.0,South,3.7,-,,,Mostly Cloudy,180,2012-05-15 04:00:00<br />,2012-05-15 12:00:00
2012-05-15 12:07:00,12:07 PM,31.0,26.0,75,1008,-9999.0,North,-9999.0,-,,Thunderstorm,Mostly Cloudy,0,2012-05-15 04:07:00<br />,2012-05-15 12:07:00
2012-05-15 12:45:00,12:45 PM,30.0,26.0,79,1009,0.7,SSE,14.8,-,,Rain-Thunderstorm,Heavy Thunderstorms and Rain,150,2012-05-15 04:45:00<br />,2012-05-15 12:45:00
2012-05-15 13:00:00,1:00 PM,27.0,24.0,84,1008,5.0,SSW,11.1,-,,Rain-Thunderstorm,Heavy Thunderstorms and Rain,210,2012-05-15 05:00:00<br />,2012-05-15 13:00:00
2012-05-15 13:18:00,1:18 PM,27.0,25.0,89,1008,8.0,SSE,1.9,-,,Rain,Light Rain Showers,150,2012-05-15 05:18:00<br />,2012-05-15 13:18:00
2012-05-15 14:00:00,2:00 PM,28.0,26.0,89,1007,8.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-15 06:00:00<br />,2012-05-15 14:00:00
2012-05-15 15:00:00,3:00 PM,30.0,25.0,74,1006,9.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-15 07:00:00<br />,2012-05-15 15:00:00
2012-05-15 16:00:00,4:00 PM,31.0,25.0,70,1006,9.0,WNW,1.9,-,,,Mostly Cloudy,300,2012-05-15 08:00:00<br />,2012-05-15 16:00:00
2012-05-15 17:00:00,5:00 PM,31.0,25.0,70,1006,10.0,WNW,1.9,-,,,Mostly Cloudy,300,2012-05-15 09:00:00<br />,2012-05-15 17:00:00
2012-05-15 18:00:00,6:00 PM,31.0,24.0,66,1006,10.0,WSW,1.9,-,,,Mostly Cloudy,240,2012-05-15 10:00:00<br />,2012-05-15 18:00:00
2012-05-15 19:00:00,7:00 PM,30.0,25.0,74,1006,10.0,ESE,1.9,-,,,Mostly Cloudy,110,2012-05-15 11:00:00<br />,2012-05-15 19:00:00
2012-05-15 20:00:00,8:00 PM,30.0,25.0,74,1007,10.0,SSW,1.9,-,,,Mostly Cloudy,210,2012-05-15 12:00:00<br />,2012-05-15 20:00:00
2012-05-15 21:00:00,9:00 PM,29.0,25.0,79,1008,10.0,SSW,3.7,-,,,Mostly Cloudy,200,2012-05-15 13:00:00<br />,2012-05-15 21:00:00
2012-05-15 22:00:00,10:00 PM,30.0,26.0,79,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-15 14:00:00<br />,2012-05-15 22:00:00
2012-05-15 23:00:00,11:00 PM,29.0,25.0,79,1010,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-15 15:00:00<br />,2012-05-15 23:00:00
2012-05-16 05:00:00,5:00 AM,23.0,23.0,100,1007,10.0,SSW,3.7,-,,Rain-Thunderstorm,Light Thunderstorms and Rain,210,2012-05-15 21:00:00<br />,2012-05-16 05:00:00
2012-05-16 06:00:00,6:00 AM,24.0,23.0,94,1008,10.0,NW,1.9,-,,Rain,Light Rain,320,2012-05-15 22:00:00<br />,2012-05-16 06:00:00
2012-05-16 06:36:00,6:36 AM,25.0,23.0,89,1008,10.0,WSW,3.7,-,,Rain-Thunderstorm,Light Thunderstorms and Rain,250,2012-05-15 22:36:00<br />,2012-05-16 06:36:00
2012-05-16 07:00:00,7:00 AM,25.0,23.0,89,1008,10.0,Calm,Calm,-,,Rain-Thunderstorm,Light Thunderstorms and Rain,0,2012-05-15 23:00:00<br />,2012-05-16 07:00:00
2012-05-16 08:00:00,8:00 AM,25.0,23.0,89,1008,10.0,North,1.9,-,,,Mostly Cloudy,10,2012-05-16 00:00:00<br />,2012-05-16 08:00:00
2012-05-16 09:00:00,9:00 AM,26.0,23.0,83,1008,10.0,Calm,Calm,-,,Rain,Light Rain,0,2012-05-16 01:00:00<br />,2012-05-16 09:00:00
2012-05-16 10:00:00,10:00 AM,28.0,22.0,70,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-16 02:00:00<br />,2012-05-16 10:00:00
2012-05-16 11:00:00,11:00 AM,30.0,23.0,66,1009,10.0,SSW,5.6,-,,,Mostly Cloudy,210,2012-05-16 03:00:00<br />,2012-05-16 11:00:00
2012-05-16 12:00:00,12:00 PM,30.0,24.0,70,1009,10.0,SW,5.6,-,,,Mostly Cloudy,220,2012-05-16 04:00:00<br />,2012-05-16 12:00:00
2012-05-16 13:00:00,1:00 PM,31.0,24.0,66,1008,10.0,WSW,7.4,-,,,Mostly Cloudy,240,2012-05-16 05:00:00<br />,2012-05-16 13:00:00
2012-05-16 14:00:00,2:00 PM,33.0,23.0,55,1007,10.0,WNW,3.7,-,,,Mostly Cloudy,290,2012-05-16 06:00:00<br />,2012-05-16 14:00:00
2012-05-16 15:00:00,3:00 PM,33.0,24.0,59,1006,10.0,West,7.4,-,,,Mostly Cloudy,260,2012-05-16 07:00:00<br />,2012-05-16 15:00:00
2012-05-16 16:00:00,4:00 PM,34.0,24.0,56,1004,10.0,WNW,5.6,-,,,Mostly Cloudy,290,2012-05-16 08:00:00<br />,2012-05-16 16:00:00
2012-05-16 17:00:00,5:00 PM,33.0,24.0,59,1004,10.0,WSW,7.4,-,,,Mostly Cloudy,250,2012-05-16 09:00:00<br />,2012-05-16 17:00:00
2012-05-16 18:00:00,6:00 PM,32.0,24.0,62,1005,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-16 10:00:00<br />,2012-05-16 18:00:00
2012-05-16 19:00:00,7:00 PM,31.0,24.0,66,1006,10.0,West,1.9,-,,,Mostly Cloudy,280,2012-05-16 11:00:00<br />,2012-05-16 19:00:00
2012-05-16 20:00:00,8:00 PM,31.0,24.0,66,1006,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-16 12:00:00<br />,2012-05-16 20:00:00
2012-05-16 21:00:00,9:00 PM,30.0,24.0,70,1007,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-16 13:00:00<br />,2012-05-16 21:00:00
2012-05-16 22:00:00,10:00 PM,30.0,25.0,74,1008,10.0,South,1.9,-,,,Mostly Cloudy,180,2012-05-16 14:00:00<br />,2012-05-16 22:00:00
2012-05-16 23:00:00,11:00 PM,30.0,25.0,74,1009,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-16 15:00:00<br />,2012-05-16 23:00:00
2012-05-17 05:00:00,5:00 AM,26.0,24.0,89,1008,1.5,West,7.4,-,,Rain-Thunderstorm,Heavy Thunderstorms and Rain,260,2012-05-16 21:00:00<br />,2012-05-17 05:00:00
2012-05-17 06:00:00,6:00 AM,23.0,23.0,100,1009,3.0,WNW,1.9,-,,Rain-Thunderstorm,Heavy Thunderstorms and Rain,290,2012-05-16 22:00:00<br />,2012-05-17 06:00:00
2012-05-17 06:15:00,6:15 AM,24.0,24.0,100,1009,8.0,NNW,1.9,-,,Rain-Thunderstorm,Light Thunderstorms and Rain,340,2012-05-16 22:15:00<br />,2012-05-17 06:15:00
2012-05-17 07:00:00,7:00 AM,24.0,23.0,94,1009,8.0,WNW,3.7,-,,Rain,Rain,300,2012-05-16 23:00:00<br />,2012-05-17 07:00:00
2012-05-17 08:00:00,8:00 AM,24.0,23.0,94,1009,8.0,NNE,1.9,-,,Rain,Rain,30,2012-05-17 00:00:00<br />,2012-05-17 08:00:00
2012-05-17 09:00:00,9:00 AM,24.0,24.0,100,1009,10.0,SSW,1.9,-,,Rain,Light Rain,210,2012-05-17 01:00:00<br />,2012-05-17 09:00:00
2012-05-17 10:00:00,10:00 AM,25.0,24.0,94,1009,10.0,Calm,Calm,-,,Rain,Light Rain,0,2012-05-17 02:00:00<br />,2012-05-17 10:00:00
2012-05-17 11:00:00,11:00 AM,27.0,25.0,89,1009,10.0,Calm,Calm,-,,Rain,Light Rain,0,2012-05-17 03:00:00<br />,2012-05-17 11:00:00
2012-05-17 12:00:00,12:00 PM,27.0,25.0,89,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-17 04:00:00<br />,2012-05-17 12:00:00
2012-05-17 13:00:00,1:00 PM,28.0,25.0,84,1007,10.0,SSW,3.7,-,,,Mostly Cloudy,200,2012-05-17 05:00:00<br />,2012-05-17 13:00:00
2012-05-17 14:00:00,2:00 PM,28.0,24.0,79,1007,10.0,SSW,1.9,-,,,Mostly Cloudy,200,2012-05-17 06:00:00<br />,2012-05-17 14:00:00
2012-05-17 15:00:00,3:00 PM,30.0,25.0,74,1006,10.0,NW,1.9,-,,,Mostly Cloudy,320,2012-05-17 07:00:00<br />,2012-05-17 15:00:00
2012-05-17 16:00:00,4:00 PM,30.0,25.0,74,1006,10.0,North,3.7,-,,,Mostly Cloudy,360,2012-05-17 08:00:00<br />,2012-05-17 16:00:00
2012-05-17 17:00:00,5:00 PM,30.0,24.0,70,1007,10.0,NW,3.7,-,,,Mostly Cloudy,310,2012-05-17 09:00:00<br />,2012-05-17 17:00:00
2012-05-17 18:00:00,6:00 PM,30.0,23.0,66,1006,10.0,West,9.3,-,,,Mostly Cloudy,260,2012-05-17 10:00:00<br />,2012-05-17 18:00:00
2012-05-17 19:00:00,7:00 PM,29.0,24.0,74,1006,10.0,NW,5.6,-,,,Mostly Cloudy,310,2012-05-17 11:00:00<br />,2012-05-17 19:00:00
2012-05-17 20:00:00,8:00 PM,29.0,24.0,74,1007,10.0,SSW,13.0,-,,,Mostly Cloudy,210,2012-05-17 12:00:00<br />,2012-05-17 20:00:00
2012-05-17 21:00:00,9:00 PM,29.0,24.0,74,1008,10.0,SW,11.1,-,,,Mostly Cloudy,230,2012-05-17 13:00:00<br />,2012-05-17 21:00:00
2012-05-17 22:00:00,10:00 PM,29.0,24.0,74,1009,10.0,NW,5.6,-,,,Mostly Cloudy,310,2012-05-17 14:00:00<br />,2012-05-17 22:00:00
2012-05-17 23:00:00,11:00 PM,29.0,24.0,74,1009,10.0,North,5.6,-,,,Mostly Cloudy,360,2012-05-17 15:00:00<br />,2012-05-17 23:00:00
2012-05-18 05:00:00,5:00 AM,27.0,25.0,89,1007,10.0,North,5.6,-,,,Mostly Cloudy,360,2012-05-17 21:00:00<br />,2012-05-18 05:00:00
2012-05-18 06:00:00,6:00 AM,27.0,25.0,89,1007,10.0,North,5.6,-,,,Mostly Cloudy,360,2012-05-17 22:00:00<br />,2012-05-18 06:00:00
2012-05-18 07:00:00,7:00 AM,27.0,25.0,89,1008,10.0,North,5.6,-,,,Mostly Cloudy,360,2012-05-17 23:00:00<br />,2012-05-18 07:00:00
2012-05-18 08:00:00,8:00 AM,27.0,25.0,89,1009,8.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-18 00:00:00<br />,2012-05-18 08:00:00
2012-05-18 09:00:00,9:00 AM,28.0,26.0,89,1010,10.0,NW,5.6,-,,,Mostly Cloudy,310,2012-05-18 01:00:00<br />,2012-05-18 09:00:00
2012-05-18 10:00:00,10:00 AM,30.0,25.0,74,1010,10.0,SSW,9.3,-,,,Mostly Cloudy,200,2012-05-18 02:00:00<br />,2012-05-18 10:00:00
2012-05-18 11:00:00,11:00 AM,31.0,24.0,66,1010,10.0,South,11.1,-,,,Mostly Cloudy,180,2012-05-18 03:00:00<br />,2012-05-18 11:00:00
2012-05-18 13:00:00,1:00 PM,32.0,24.0,62,1009,10.0,SSW,13.0,-,,,Mostly Cloudy,200,2012-05-18 05:00:00<br />,2012-05-18 13:00:00
2012-05-18 14:00:00,2:00 PM,32.0,24.0,62,1008,10.0,SSW,14.8,-,,,Mostly Cloudy,200,2012-05-18 06:00:00<br />,2012-05-18 14:00:00
2012-05-18 15:00:00,3:00 PM,33.0,24.0,59,1007,10.0,SW,16.7,-,,,Mostly Cloudy,220,2012-05-18 07:00:00<br />,2012-05-18 15:00:00
2012-05-18 16:00:00,4:00 PM,32.0,25.0,66,1007,10.0,SSW,13.0,-,,,Mostly Cloudy,200,2012-05-18 08:00:00<br />,2012-05-18 16:00:00
2012-05-18 17:00:00,5:00 PM,32.0,24.0,62,1007,10.0,South,13.0,-,,,Mostly Cloudy,190,2012-05-18 09:00:00<br />,2012-05-18 17:00:00
2012-05-18 18:00:00,6:00 PM,31.0,25.0,70,1007,10.0,SSW,13.0,-,,,Mostly Cloudy,210,2012-05-18 10:00:00<br />,2012-05-18 18:00:00
2012-05-18 19:00:00,7:00 PM,31.0,25.0,70,1006,10.0,SSW,9.3,-,,,Mostly Cloudy,210,2012-05-18 11:00:00<br />,2012-05-18 19:00:00
2012-05-18 20:00:00,8:00 PM,30.0,25.0,74,1007,10.0,South,9.3,-,,,Mostly Cloudy,190,2012-05-18 12:00:00<br />,2012-05-18 20:00:00
2012-05-18 21:00:00,9:00 PM,30.0,26.0,79,1008,10.0,SSW,9.3,-,,,Mostly Cloudy,200,2012-05-18 13:00:00<br />,2012-05-18 21:00:00
2012-05-18 22:00:00,10:00 PM,30.0,26.0,79,1009,10.0,SW,9.3,-,,,Mostly Cloudy,220,2012-05-18 14:00:00<br />,2012-05-18 22:00:00
2012-05-18 23:00:00,11:00 PM,30.0,26.0,79,1009,10.0,SSW,9.3,-,,,Mostly Cloudy,200,2012-05-18 15:00:00<br />,2012-05-18 23:00:00
2012-05-19 05:00:00,5:00 AM,29.0,24.0,74,1008,10.0,North,3.7,-,,,Mostly Cloudy,360,2012-05-18 21:00:00<br />,2012-05-19 05:00:00
2012-05-19 06:00:00,6:00 AM,28.0,24.0,79,1008,10.0,Calm,Calm,-,,,Mostly Cloudy,0,2012-05-18 22:00:00<br />,2012-05-19 06:00:00
2012-05-19 07:00:00,7:00 AM,28.0,25.0,84,1009,10.0,West,5.6,-,,,Mostly Cloudy,280,2012-05-18 23:00:00<br />,2012-05-19 07:00:00
2012-05-19 08:00:00,8:00 AM,29.0,25.0,79,1009,10.0,North,3.7,-,,,Mostly Cloudy,360,2012-05-19 00:00:00<br />,2012-05-19 08:00:00
2012-05-19 09:00:00,9:00 AM,30.0,26.0,79,1010,10.0,NE,3.7,-,,,Mostly Cloudy,50,2012-05-19 01:00:00<br />,2012-05-19 09:00:00
2012-05-19 10:00:00,10:00 AM,31.0,25.0,70,1010,10.0,South,13.0,-,,,Mostly Cloudy,170,2012-05-19 02:00:00<br />,2012-05-19 10:00:00
2012-05-19 11:00:00,11:00 AM,32.0,25.0,66,1011,10.0,South,11.1,-,,,Mostly Cloudy,190,2012-05-19 03:00:00<br />,2012-05-19 11:00:00
2012-05-19 12:00:00,12:00 PM,33.0,24.0,59,1010,10.0,SW,9.3,-,,,Mostly Cloudy,230,2012-05-19 04:00:00<br />,2012-05-19 12:00:00
2012-05-19 13:00:00,1:00 PM,34.0,23.0,52,1009,10.0,SSW,9.3,-,,,Mostly Cloudy,200,2012-05-19 05:00:00<br />,2012-05-19 13:00:00
2012-05-19 14:00:00,2:00 PM,34.0,25.0,59,1008,10.0,West,7.4,-,,,Mostly Cloudy,260,2012-05-19 06:00:00<br />,2012-05-19 14:00:00
