uid,dataend,datastart,energystarscore,heatingtype,industry,mainheatingtype,numberoffloors,occupants,primaryspaceusage,rating,sqft,sqm,subindustry,timezone,yearbuilt,nickname,primaryspaceuse_abbrev,newweatherfilename
PrimClass_Jordan,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,1140.0,Primary/Secondary Classroom,D,121470.6115,11285.0,Primary/Secondary School,Europe/London,1945-1966,Jordan,PrimClass,weather1.csv
UnivDorm_Christine,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,41236.0,3830.948108,College/University,America/New_York,1975.0,Christine,UnivDorm,weather2.csv
PrimClass_Julie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,392.0,Primary/Secondary Classroom,D,23605.2327,2193.0,Primary/Secondary School,Europe/London,1967-1976,Julie,PrimClass,weather1.csv
UnivClass_Alan,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,179167.0,16645.151801,College/University,America/Phoenix,1971.0,Alan,UnivClass,weather0.csv
Office_Thomas,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,Office,,18103.80341,1681.9,College/University,Europe/Zurich,,Thomas,Office,weather8.csv
PrimClass_Jade,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,403.0,Primary/Secondary Classroom,C,23153.1489,2151.0,Primary/Secondary School,Europe/London,1967-1976,Jade,PrimClass,weather1.csv
PrimClass_Jose,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,389.0,Primary/Secondary Classroom,D,17050.0176,1584.0,Primary/Secondary School,Europe/London,1945-1966,Jose,PrimClass,weather1.csv
UnivDorm_Martin,2015-04-30 23:00:00,2014-05-01 00:00:00,46.0,,Education,,,,Dormitory,,230747.0,21437.08854,College/University,America/Chicago,,Martin,UnivDorm,weather3.csv
UnivClass_Teri,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Classroom,,137744.55191,12796.9,College/University,Europe/Zurich,,Teri,UnivClass,weather8.csv
PrimClass_Joni,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,856.0,Primary/Secondary Classroom,G,94657.7366,8794.0,Primary/Secondary School,Europe/London,1967-1976,Joni,PrimClass,weather1.csv
UnivDorm_Carla,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,168791.0,15681.190273,College/University,America/New_York,1946.0,Carla,UnivDorm,weather2.csv
UnivDorm_Leann,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,16.0,,Dormitory,F,62893.4677,5843.0,College/University,Europe/London,1960,Leann,UnivDorm,weather5.csv
PrimClass_Joey,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,219.0,Primary/Secondary Classroom,E,17189.9483,1597.0,Primary/Secondary School,Europe/London,pre 1919,Joey,PrimClass,weather1.csv
PrimClass_Jakob,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,,Primary/Secondary Classroom,G,30612.5316,2844.0,Primary/Secondary School,Europe/London,Post 1976,Jakob,PrimClass,weather1.csv
PrimClass_Jeffry,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,149.0,Primary/Secondary Classroom,D,13939.2505,1295.0,Primary/Secondary School,Europe/London,1967-1976,Jeffry,PrimClass,weather1.csv
Office_Marty,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,72709.0,6754.884227,College/University,America/Chicago,,Marty,Office,weather3.csv
UnivClass_Cesar,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,124289.0,11546.820967,College/University,America/New_York,1904.0,Cesar,UnivClass,weather2.csv
PrimClass_Jai,2015-11-30 23:00:00,2014-12-01 00:00:00,,Biomass,Education,Biomass,2.0,1400.0,Primary/Secondary Classroom,,155807.4525,14475.0,Primary/Secondary School,Europe/London,2013,Jai,PrimClass,weather1.csv
UnivDorm_Conner,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,166814.0,15497.521042,College/University,America/New_York,1929.0,Conner,UnivDorm,weather2.csv
UnivClass_Sandra,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,C,15715.294,1460.0,College/University,Europe/London,1948,Sandra,UnivClass,weather6.csv
PrimClass_Josie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,1598.0,Primary/Secondary Classroom,E,102429.2724,9516.0,Primary/Secondary School,Europe/London,1919-1945,Josie,PrimClass,weather1.csv
UnivClass_Andrew,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,44203.0,4106.591309,College/University,America/Phoenix,1950.0,Andrew,UnivClass,weather0.csv
PrimClass_Jeanette,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,909.0,Primary/Secondary Classroom,D,68695.2098,6382.0,Primary/Secondary School,Europe/London,1945-1966,Jeanette,PrimClass,weather1.csv
Office_Brenna,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,137297.0,12755.303191,College/University,America/Los_Angeles,1917.0,Brenna,Office,weather7.csv
Office_Gilberto,2015-11-30 23:00:00,2014-12-01 00:00:00,,District Heating,Government,,7.0,188.0,Office,C,33960.1045,3155.0,Other Government Buildings,Europe/London,1900,Gilberto,Office,weather5.csv
PrimClass_Jana,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,230.0,Primary/Secondary Classroom,E,12927.4439,1201.0,Primary/Secondary School,Europe/London,1967-1976,Jana,PrimClass,weather1.csv
Office_Stacie,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,C,16985.4342,1578.0,College/University,Europe/London,1978,Stacie,Office,weather6.csv
Office_Marisa,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,47578.0,4420.138934,College/University,America/Chicago,,Marisa,Office,weather3.csv
Office_Misty,2015-04-30 23:00:00,2014-05-01 00:00:00,85.0,,Education,,,,Office,,56569.0,5255.429807,College/University,America/Chicago,,Misty,Office,weather3.csv
UnivDorm_Polly,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,93313.0,8669.057639,College/University,America/New_York,,Polly,UnivDorm,weather4.csv
Office_Anne,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,131797.0,12244.336691,College/University,America/Phoenix,1968.0,Anne,Office,weather0.csv
PrimClass_Judy,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,1395.0,Primary/Secondary Classroom,C,121061.5833,11247.0,Primary/Secondary School,Europe/London,1967-1976,Judy,PrimClass,weather1.csv
PrimClass_Jacquelyn,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,124.0,Primary/Secondary Classroom,E,17103.8371,1589.0,Primary/Secondary School,Europe/London,1945-1966,Jacquelyn,PrimClass,weather1.csv
UnivDorm_Pauline,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,93500.0,8686.4305,College/University,America/New_York,,Pauline,UnivDorm,weather4.csv
UnivDorm_America,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,216526.0,20115.914978,College/University,America/Phoenix,1967.0,America,UnivDorm,weather0.csv
Office_Mark,2015-04-30 23:00:00,2014-05-01 00:00:00,91.0,,Education,,,,Office,,80205.0,7451.285115,College/University,America/Chicago,,Mark,Office,weather3.csv
UnivLab_Cam,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,18342.0,1704.026826,College/University,America/New_York,1960.0,Cam,UnivLab,weather2.csv
PrimClass_Jonathon,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,214.0,Primary/Secondary Classroom,D,15413.9048,1432.0,Primary/Secondary School,Europe/London,post 1976,Jonathon,PrimClass,weather1.csv
Office_Josephine,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,133.0,Office,E,19428.8395,1805.0,"City, County, State",Europe/London,1919-1945,Josephine,Office,weather1.csv
UnivLab_Catherine,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,9552.0,887.409456,College/University,America/New_York,1961.0,Catherine,UnivLab,weather2.csv
UnivDorm_Christian,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,20291.0,1885.094773,College/University,America/New_York,1925.0,Christian,UnivDorm,weather2.csv
PrimClass_Jenny,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,262.0,Primary/Secondary Classroom,C,19041.3391,1769.0,Primary/Secondary School,Europe/London,post 1976,Jenny,PrimClass,weather1.csv
Office_Melanie,2015-04-30 23:00:00,2014-05-01 00:00:00,47.0,,Education,,,,Office,,28991.0,2693.350873,College/University,America/Chicago,,Melanie,Office,weather3.csv
UnivDorm_Clifford,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,39538.0,3673.198814,College/University,America/New_York,1953.0,Clifford,UnivDorm,weather2.csv
UnivDorm_Larry,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Dormitory,D,83108.0719,7721.0,College/University,Europe/London,1995,Larry,UnivDorm,weather5.csv
Office_Jaxson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,,Office,C,7416.3271,689.0,"City, County, State",Europe/London,Post 1976,Jaxson,Office,weather1.csv
UnivClass_Pat,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,80325.0,7462.433475,College/University,America/New_York,,Pat,UnivClass,weather4.csv
PrimClass_Joel,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,322.0,Primary/Secondary Classroom,C,24251.0667,2253.0,Primary/Secondary School,Europe/London,1945-1966,Joel,PrimClass,weather1.csv
Office_Janine,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,33.0,Office,,4650.0048,432.0,"City, County, State",Europe/London,post 1976,Janine,Office,weather1.csv
PrimClass_Jadyn,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,1598.0,Primary/Secondary Classroom,D,160037.6652,14868.0,Primary/Secondary School,Europe/London,1945-1966,Jadyn,PrimClass,weather1.csv
Office_Phillip,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,42129.0,3913.910487,College/University,America/New_York,,Phillip,Office,weather4.csv
Office_Aoife,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,28750.0,2670.96125,College/University,America/Phoenix,,Aoife,Office,weather0.csv
PrimClass_Jaime,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,270.0,Primary/Secondary Classroom,D,66187.2211,6149.0,Primary/Secondary School,Europe/London,post 1976,Jaime,PrimClass,weather1.csv
Office_Asher,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,42214.0,3921.807242,College/University,America/Phoenix,1985.0,Asher,Office,weather0.csv
UnivDorm_Phyllis,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,44352.0,4120.433856,College/University,America/New_York,,Phyllis,UnivDorm,weather4.csv
UnivClass_Antoinette,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,78268.0,7271.332004,College/University,America/Phoenix,1964.0,Antoinette,UnivClass,weather0.csv
Office_Mick,2015-04-30 23:00:00,2014-05-01 00:00:00,94.0,,Education,,,,Office,,131745.0,12239.50574,College/University,America/Chicago,,Mick,Office,weather3.csv
Office_Aine,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,29778.0,2766.465534,College/University,America/Phoenix,,Aine,Office,weather0.csv
Office_Mohammed,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,119509.0,11102.74463,College/University,America/Chicago,,Mohammed,Office,weather3.csv
Office_Collin,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,87977.0,8173.327231,College/University,America/New_York,1947.0,Collin,Office,weather2.csv
Office_Staci,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,B,24681.6227,2293.0,College/University,Europe/London,1970,Staci,Office,weather6.csv
Office_Cara,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,11524.0,1070.614172,College/University,America/New_York,1994.0,Cara,Office,weather2.csv
Office_Niall,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,1947.0,Office,,92121.0,8558.317263,College/University,America/Chicago,,Niall,Office,weather9.csv
PrimClass_Abraham,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Primary/Secondary Classroom,,16744.0,1555.567832,College/University,America/Phoenix,,Abraham,PrimClass,weather0.csv
Office_Addison,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,74180.0,6891.54454,College/University,America/Phoenix,1930.0,Addison,Office,weather0.csv
UnivDorm_Clay,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,18277.0,1697.988131,College/University,America/New_York,1965.0,Clay,UnivDorm,weather2.csv
UnivDorm_Cierra,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,98624.0,9162.465472,College/University,America/New_York,1866.0,Cierra,UnivDorm,weather2.csv
UnivDorm_Alonzo,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,49108.0,4562.280524,College/University,America/Phoenix,1951.0,Alonzo,UnivDorm,weather0.csv
UnivClass_Aisling,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,25139.0,2335.488517,College/University,America/Phoenix,1970.0,Aisling,UnivClass,weather0.csv
UnivDorm_Alberto,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,553210.0,51394.86863,College/University,America/Phoenix,2009.0,Alberto,UnivDorm,weather0.csv
Office_Jackson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,3.0,293.0,Office,E,152470.6435,14165.0,"City, County, State",Europe/London,Pre 1919,Jackson,Office,weather1.csv
Office_Mason,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,87187.0,8099.933861,College/University,America/Chicago,,Mason,Office,weather3.csv
UnivDorm_Charlie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,48881.0,4541.191543,College/University,America/New_York,1902.0,Charlie,UnivDorm,weather2.csv
Office_Madyson,2015-04-30 23:00:00,2014-05-01 00:00:00,86.0,,Education,,,,Office,,94988.0,8824.670164,College/University,America/Chicago,,Madyson,Office,weather3.csv
UnivClass_Alina,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,49078.0,4559.493434,College/University,America/Phoenix,1914.0,Alina,UnivClass,weather0.csv
UnivDorm_Cassie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,133594.0,12411.283382,College/University,America/New_York,1961.0,Cassie,UnivDorm,weather2.csv
UnivClass_Angus,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,12773.0,1186.650019,College/University,America/Phoenix,,Angus,UnivClass,weather0.csv
UnivClass_Andy,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,75650.0,7028.11195,College/University,America/Phoenix,,Andy,UnivClass,weather0.csv
Office_Madisyn,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,59476.0,5525.498828,College/University,America/Chicago,,Madisyn,Office,weather3.csv
UnivClass_Sheldon,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,C,45305.2551,4209.0,College/University,Europe/London,1965,Sheldon,UnivClass,weather6.csv
Office_Miguel,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,53077.0,4931.012531,College/University,America/Chicago,,Miguel,Office,weather3.csv
Office_Chris,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,31316.0,2909.350348,College/University,America/New_York,1913.0,Chris,Office,weather2.csv
UnivLab_Chester,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,116854.0,10856.087162,College/University,America/New_York,1978.0,Chester,UnivLab,weather2.csv
UnivLab_Nikolas,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,511.0,College Laboratory,,27145.0,2521.851935,College/University,America/Chicago,,Nikolas,UnivLab,weather9.csv
Office_Mickey,2015-04-30 23:00:00,2014-05-01 00:00:00,91.0,,Education,,,,Office,,52748.0,4900.447444,College/University,America/Chicago,,Mickey,Office,weather3.csv
UnivDorm_Maxine,2015-04-30 23:00:00,2014-05-01 00:00:00,85.0,,Education,,,,Dormitory,,117054.0,10874.66776,College/University,America/Chicago,,Maxine,UnivDorm,weather3.csv
UnivDorm_Mariana,2015-04-30 23:00:00,2014-05-01 00:00:00,49.0,,Education,,,,Dormitory,,177550.0,16494.92765,College/University,America/Chicago,,Mariana,UnivDorm,weather3.csv
UnivDorm_Annmarie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,32841.0,3051.027423,College/University,America/Phoenix,1935.0,Annmarie,UnivDorm,weather0.csv
Office_Makenzie,2015-04-30 23:00:00,2014-05-01 00:00:00,94.0,,Education,,,,Office,,67839.0,6302.446617,College/University,America/Chicago,,Makenzie,Office,weather3.csv
UnivClass_Summer,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,D,61709.4387,5733.0,College/University,Europe/London,1966,Summer,UnivClass,weather6.csv
UnivClass_Arnold,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,4314.0,400.783542,College/University,America/Phoenix,1907.0,Arnold,UnivClass,weather0.csv
UnivClass_Annabella,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,95944.0,8913.485432,College/University,America/Phoenix,1961.0,Annabella,UnivClass,weather0.csv
Office_Annie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,155682.0,14463.324846,College/University,America/Phoenix,,Annie,Office,weather0.csv
Office_Brandon,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,75488.0,7013.061664,College/University,America/Los_Angeles,1948.0,Brandon,Office,weather7.csv
UnivDorm_Paul,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,82911.0,7702.680633,College/University,America/New_York,,Paul,UnivDorm,weather4.csv
UnivDorm_Clara,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,19876.0,1846.540028,College/University,America/New_York,1932.0,Clara,UnivDorm,weather2.csv
UnivDorm_Peter,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,278795.0,25900.891885,College/University,America/New_York,,Peter,UnivDorm,weather4.csv
UnivLab_Marjorie,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,College Laboratory,,142672.0,13254.65682,College/University,America/Chicago,,Marjorie,UnivLab,weather3.csv
UnivDorm_Lavana,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Dormitory,C,64723.3307,6013.0,College/University,Europe/London,1960,Lavana,UnivDorm,weather5.csv
UnivClass_Stuart,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,F,61246.591,5690.0,College/University,Europe/London,1960,Stuart,UnivClass,weather6.csv
UnivDorm_Autumn,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,36406.0,3382.226618,College/University,America/Phoenix,1940.0,Autumn,UnivDorm,weather0.csv
UnivClass_Britney,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,College Classroom,,56602.0,5258.495606,College/University,America/Los_Angeles,1923.0,Britney,UnivClass,weather7.csv
Office_Madison,2015-04-30 23:00:00,2014-05-01 00:00:00,9.0,,Education,,,,Office,,98212.0,9124.189436,College/University,America/Chicago,,Madison,Office,weather3.csv
UnivDorm_Charlotte,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,65999.0,6131.505097,College/University,America/New_York,1975.0,Charlotte,UnivDorm,weather2.csv
UnivLab_Tilly,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,73981.36109,6873.1,College/University,Europe/Zurich,,Tilly,UnivLab,weather8.csv
Office_Blaine,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,57343.0,5327.336729,College/University,America/Los_Angeles,1905.0,Blaine,Office,weather7.csv
UnivDorm_Parker,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,47007.0,4367.091321,College/University,America/New_York,,Parker,UnivDorm,weather4.csv
UnivDorm_Monte,2015-04-30 23:00:00,2014-05-01 00:00:00,83.0,,Education,,,,Dormitory,,74584.0,6929.077352,College/University,America/Chicago,,Monte,UnivDorm,weather3.csv
UnivDorm_Cameron,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,24103.0,2239.241009,College/University,America/New_York,1964.0,Cameron,UnivDorm,weather2.csv
UnivClass_Casey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,40461.0,3758.948283,College/University,America/New_York,2002.0,Casey,UnivClass,weather2.csv
Office_Billy,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,236242.0,21947.590526,College/University,America/Los_Angeles,1962.0,Billy,Office,weather7.csv
Office_Gemma,2015-11-30 23:00:00,2014-12-01 00:00:00,,District heating,Government,,7.0,1815.0,Office,E,820241.4717,76203.0,Other Government Buildings,Europe/London,1862-1875,Gemma,Office,weather34.csv
UnivDorm_Luigi,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,7.0,,Dormitory,E,102773.7172,9548.0,College/University,Europe/London,1956,Luigi,UnivDorm,weather5.csv
Office_Marcy,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,121714.0,11307.59574,College/University,America/Chicago,,Marcy,Office,weather3.csv
UnivClass_Aniyah,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,95717.0,8892.396451,College/University,America/Phoenix,2969.0,Aniyah,UnivClass,weather0.csv
UnivDorm_Lukas,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,10.0,,Dormitory,D,66531.6659,6181.0,College/University,Europe/London,1967,Lukas,UnivDorm,weather5.csv
UnivDorm_Philip,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,113000.0,10498.039,College/University,America/New_York,,Philip,UnivDorm,weather4.csv
Office_Cian,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,40611.0,3772.883733,College/University,America/New_York,1866.0,Cian,Office,weather2.csv
Office_Angelo,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,23549.0,2187.772747,College/University,America/Phoenix,1941.0,Angelo,Office,weather0.csv
Office_Adam,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,163959.0,15232.282977,College/University,America/Phoenix,2004.0,Adam,Office,weather0.csv
Office_Alayna,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,9703.0,901.437809,College/University,America/Phoenix,1940.0,Alayna,Office,weather0.csv
Office_Maximilian,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,96612.0,8975.544636,College/University,America/Chicago,,Maximilian,Office,weather3.csv
UnivDorm_Lewis,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,7.0,,Dormitory,G,102956.7035,9565.0,College/University,Europe/London,1968,Lewis,UnivDorm,weather5.csv
UnivClass_Conrad,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,50567.0,4697.826001,College/University,America/New_York,1880.0,Conrad,UnivClass,weather2.csv
UnivClass_Ava,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,282946.0,26286.532238,College/University,America/Phoenix,2003.0,Ava,UnivClass,weather0.csv
UnivLab_Trina,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,648094.419,60210.0,College/University,Europe/Zurich,,Trina,UnivLab,weather8.csv
UnivClass_Precious,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,30531.0,2836.421493,College/University,America/New_York,,Precious,UnivClass,weather4.csv
UnivDorm_Amya,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,30949.0,2875.254947,College/University,America/Phoenix,1951.0,Amya,UnivDorm,weather0.csv
UnivDorm_Macy,2015-04-30 23:00:00,2014-05-01 00:00:00,45.0,,Education,,,,Dormitory,,174924.0,16250.96437,College/University,America/Chicago,,Macy,UnivDorm,weather3.csv
Office_Tracy,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,Office,,99501.4916,9244.0,College/University,Europe/Zurich,,Tracy,Office,weather8.csv
Office_Lane,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Office,D,31613.5743,2937.0,College/University,Europe/London,1956,Lane,Office,weather5.csv
Office_Mary,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,71936.0,6683.070208,College/University,America/Chicago,,Mary,Office,weather3.csv
UnivClass_Adan,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,62238.0,5782.096914,College/University,America/Phoenix,1970.0,Adan,UnivClass,weather0.csv
UnivDorm_Christina,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,136522.0,12683.303366,College/University,America/New_York,2005.0,Christina,UnivDorm,weather2.csv
UnivClass_Paris,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,58307.0,5416.895221,College/University,America/New_York,,Paris,UnivClass,weather4.csv
Office_Grayson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,11.0,410.0,Office,G,242930.4591,22569.0,Other Government Buildings,Europe/London,,Grayson,Office,weather5.csv
UnivDorm_Ayanna,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,111304.0,10340.475512,College/University,America/Phoenix,1964.0,Ayanna,UnivDorm,weather0.csv
UnivClass_Ashlyn,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,24586.0,2284.113158,College/University,America/Phoenix,,Ashlyn,UnivClass,weather0.csv
UnivDorm_Paola,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,128044.0,11895.671732,College/University,America/New_York,,Paola,UnivDorm,weather4.csv
Office_Pamela,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,37485.0,3482.468955,College/University,America/New_York,,Pamela,Office,weather4.csv
Office_Gerardo,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,5.0,46.0,Office,E,11388.2062,1058.0,Other Government Buildings,Europe/London,1754-1756,Gerardo,Office,weather5.csv
UnivLab_Theresa,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,86436.26978,8030.2,College/University,Europe/Zurich,,Theresa,UnivLab,weather8.csv
