uid,dataend,datastart,energystarscore,heatingtype,industry,mainheatingtype,numberoffloors,occupants,primaryspaceusage,rating,sqft,sqm,subindustry,timezone,yearbuilt,nickname,primaryspaceuse_abbrev,newweatherfilename,dailymeancons,usagecategory,operationsgroup
Office_Mick,2015-04-30 23:00:00,2014-05-01 00:00:00,88.0,,Education,,,,Office,,84365.0,7837.761595,College/University,America/Chicago,,Mick,Office,weather3.csv,0.107827036102,Low,Group4
PrimClass_Jaxson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,1500.0,Primary/Secondary Classroom,C,128682.4245,11955.0,Primary/Secondary School,Europe/London,1945-1966,Jaxson,PrimClass,weather1.csv,0.11797129699,High,Group2
PrimClass_Jimmie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,362.0,Primary/Secondary Classroom,D,37264.6218,3462.0,Primary/Secondary School,Europe/London,pre 1919,Jimmie,PrimClass,weather1.csv,0.119536891889,High,Group2
Office_Jayden,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,1.0,12.0,Office,G,11872.5817,1103.0,"City, County, State",Europe/London,1945-1966,Jayden,Office,weather1.csv,0.11455733195,Low,Group2
UnivDorm_Chelsey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,40492.0,3761.828276,College/University,America/New_York,1975,Chelsey,UnivDorm,weather2.csv,0.1099519224,Low,Group3
PrimClass_Jayda,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,464.0,Primary/Secondary Classroom,D,23842.0385,2215.0,Primary/Secondary School,Europe/London,1919-1945,Jayda,PrimClass,weather1.csv,0.118674593845,High,Group2
UnivDorm_Christopher,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,41302.0,3837.079706,College/University,America/New_York,1975,Christopher,UnivDorm,weather2.csv,0.11200175377,Low,Group3
PrimClass_Jocelyn,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,197.0,Primary/Secondary Classroom,E,14972.5849,1391.0,Primary/Secondary School,Europe/London,1967-1976,Jocelyn,PrimClass,weather1.csv,0.116461987084,High,Group2
PrimClass_Jeffery,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,875.0,Primary/Secondary Classroom,D,120566.4439,11201.0,Primary/Secondary School,Europe/London,1919-1945,Jeffery,PrimClass,weather1.csv,0.114778727446,High,Group2
UnivDorm_Cheyenne,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,61439.0,5707.867417,College/University,America/New_York,1903,Cheyenne,UnivDorm,weather2.csv,0.112867612805,Low,Group3
UnivDorm_Patti,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,48519.0,4507.560657,College/University,America/New_York,,Patti,UnivDorm,weather4.csv,0.114708611349,Low,Group5
PrimClass_Jayson,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,1695.0,Primary/Secondary Classroom,C,139112.6436,12924.0,Primary/Secondary School,Europe/London,1967-1976,Jayson,PrimClass,weather1.csv,0.122581417272,High,Group2
UnivLab_Crystal,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,124521.0,11568.37446,College/University,America/New_York,1967,Crystal,UnivLab,weather2.csv,0.11588735024,Low,Group3
UnivDorm_Jeannette,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,3.0,34.0,Dormitory,D,7588.5495,705.0,Social Services,Europe/London,Post 1976,Jeannette,UnivDorm,weather1.csv,0.123503882297,Low,Group2
Office_Moises,2015-04-30 23:00:00,2014-05-01 00:00:00,83.0,,Education,,,,Office,,37096.0,3446.329688,College/University,America/Chicago,,Moises,Office,weather3.csv,0.118131052096,Low,Group4
PrimClass_Jennie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,524.0,Primary/Secondary Classroom,D,28976.4188,2692.0,Primary/Secondary School,Europe/London,pre 1919,Jennie,PrimClass,weather1.csv,0.117942789529,High,Group2
PrimClass_Jonathon,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,1140.0,Primary/Secondary Classroom,D,121470.6115,11285.0,Primary/Secondary School,Europe/London,1945-1966,Jonathon,PrimClass,weather1.csv,0.127690813382,High,Group2
UnivDorm_Christi,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,41236.0,3830.948108,College/University,America/New_York,1975,Christi,UnivDorm,weather2.csv,0.118706169231,Low,Group3
PrimClass_Jaqueline,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,392.0,Primary/Secondary Classroom,D,23605.2327,2193.0,Primary/Secondary School,Europe/London,1967-1976,Jaqueline,PrimClass,weather1.csv,0.121854230343,High,Group2
UnivClass_Amari,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,179167.0,16645.1518,College/University,America/Phoenix,1971,Amari,UnivClass,weather0.csv,0.121491502491,Low,Group1
Office_Tod,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,Office,,18103.80341,1681.9,College/University,Europe/Zurich,,Tod,Office,weather8.csv,0.121819520403,Low,Misc
PrimClass_Jeremy,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,403.0,Primary/Secondary Classroom,C,23153.1489,2151.0,Primary/Secondary School,Europe/London,1967-1976,Jeremy,PrimClass,weather1.csv,0.128954513169,High,Group2
PrimClass_Josue,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,389.0,Primary/Secondary Classroom,D,17050.0176,1584.0,Primary/Secondary School,Europe/London,1945-1966,Josue,PrimClass,weather1.csv,0.13864251135,High,Group2
UnivDorm_Marlene,2015-04-30 23:00:00,2014-05-01 00:00:00,46.0,,Education,,,,Dormitory,,230747.0,21437.08854,College/University,America/Chicago,,Marlene,UnivDorm,weather3.csv,0.123070711074,Low,Group4
UnivClass_Teri,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Classroom,,137744.5519,12796.9,College/University,Europe/Zurich,,Teri,UnivClass,weather8.csv,0.123622690361,Low,Misc
PrimClass_Julio,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,856.0,Primary/Secondary Classroom,G,94657.7366,8794.0,Primary/Secondary School,Europe/London,1967-1976,Julio,PrimClass,weather1.csv,0.134769766161,High,Group2
UnivDorm_Cheri,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,168791.0,15681.19027,College/University,America/New_York,1946,Cheri,UnivDorm,weather2.csv,0.125315799609,Low,Group3
UnivDorm_Lorraine,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,16.0,,Dormitory,F,62893.4677,5843.0,College/University,Europe/London,1960,Lorraine,UnivDorm,weather5.csv,0.126046182017,Low,Group6
PrimClass_Jacquelyn,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,219.0,Primary/Secondary Classroom,E,17189.9483,1597.0,Primary/Secondary School,Europe/London,pre 1919,Jacquelyn,PrimClass,weather1.csv,0.133596733552,High,Group2
PrimClass_Juanita,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,,Primary/Secondary Classroom,G,30612.5316,2844.0,Primary/Secondary School,Europe/London,Post 1976,Juanita,PrimClass,weather1.csv,0.132425880378,High,Group2
PrimClass_Joel,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,149.0,Primary/Secondary Classroom,D,13939.2505,1295.0,Primary/Secondary School,Europe/London,1967-1976,Joel,PrimClass,weather1.csv,0.136628006094,High,Group2
Office_Marcus,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,72709.0,6754.884227,College/University,America/Chicago,,Marcus,Office,weather3.csv,0.133207260377,Low,Group4
UnivClass_Candy,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,124289.0,11546.82097,College/University,America/New_York,1904,Candy,UnivClass,weather2.csv,0.135168935969,Low,Group3
PrimClass_Joey,2015-11-30 23:00:00,2014-12-01 00:00:00,,Biomass,Education,Biomass,2.0,1400.0,Primary/Secondary Classroom,,155807.4525,14475.0,Primary/Secondary School,Europe/London,2013,Joey,PrimClass,weather1.csv,0.145587781054,High,Group2
UnivDorm_Celeste,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,166814.0,15497.52104,College/University,America/New_York,1929,Celeste,UnivDorm,weather2.csv,0.137177283972,Low,Group3
UnivClass_Shawna,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,C,15715.294,1460.0,College/University,Europe/London,1948,Shawna,UnivClass,weather6.csv,0.139935306812,Low,Group7
PrimClass_Joanna,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,1598.0,Primary/Secondary Classroom,E,102429.2724,9516.0,Primary/Secondary School,Europe/London,1919-1945,Joanna,PrimClass,weather1.csv,0.148499587778,High,Group2
UnivClass_Ariana,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,44203.0,4106.591309,College/University,America/Phoenix,1950,Ariana,UnivClass,weather0.csv,0.139081112933,Low,Group1
PrimClass_Jediah,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,909.0,Primary/Secondary Classroom,D,68695.2098,6382.0,Primary/Secondary School,Europe/London,1945-1966,Jediah,PrimClass,weather1.csv,0.143610598579,High,Group2
Office_Bobbi,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,137297.0,12755.30319,College/University,America/Los_Angeles,1917,Bobbi,Office,weather7.csv,0.139644734599,Low,Misc
Office_Georgia,2015-11-30 23:00:00,2014-12-01 00:00:00,,District Heating,Government,,7.0,188.0,Office,C,33960.1045,3155.0,Other Government Buildings,Europe/London,1900,Georgia,Office,weather5.csv,0.144089694744,Low,Misc
PrimClass_Janelle,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,230.0,Primary/Secondary Classroom,E,12927.4439,1201.0,Primary/Secondary School,Europe/London,1967-1976,Janelle,PrimClass,weather1.csv,0.146493173549,High,Group2
Office_Skyler,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,C,16985.4342,1578.0,College/University,Europe/London,1978,Skyler,Office,weather6.csv,0.141667452298,Low,Group7
Office_Marc,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,47578.0,4420.138934,College/University,America/Chicago,,Marc,Office,weather3.csv,0.143500615382,Low,Group4
Office_Mary,2015-04-30 23:00:00,2014-05-01 00:00:00,85.0,,Education,,,,Office,,56569.0,5255.429807,College/University,America/Chicago,,Mary,Office,weather3.csv,0.14669769865,Low,Group4
UnivDorm_Payton,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,93313.0,8669.057639,College/University,America/New_York,,Payton,UnivDorm,weather4.csv,0.148616317128,Low,Group5
Office_Ayesha,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,131797.0,12244.33669,College/University,America/Phoenix,1968,Ayesha,Office,weather0.csv,0.147112821179,Low,Group1
PrimClass_Jane,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,3.0,1395.0,Primary/Secondary Classroom,C,121061.5833,11247.0,Primary/Secondary School,Europe/London,1967-1976,Jane,PrimClass,weather1.csv,0.151572532537,High,Group2
PrimClass_Jon,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,124.0,Primary/Secondary Classroom,E,17103.8371,1589.0,Primary/Secondary School,Europe/London,1945-1966,Jon,PrimClass,weather1.csv,0.164321969465,High,Group2
UnivDorm_Patty,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,93500.0,8686.4305,College/University,America/New_York,,Patty,UnivDorm,weather4.csv,0.153587262006,Low,Group5
UnivDorm_Adan,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,216526.0,20115.91498,College/University,America/Phoenix,1967,Adan,UnivDorm,weather0.csv,0.154823248544,Low,Group1
Office_Monty,2015-04-30 23:00:00,2014-05-01 00:00:00,91.0,,Education,,,,Office,,80205.0,7451.285115,College/University,America/Chicago,,Monty,Office,weather3.csv,0.157644810186,Low,Group4
UnivLab_Clint,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,18342.0,1704.026826,College/University,America/New_York,1960,Clint,UnivLab,weather2.csv,0.156475906246,Low,Group3
PrimClass_Jake,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,214.0,Primary/Secondary Classroom,D,15413.9048,1432.0,Primary/Secondary School,Europe/London,post 1976,Jake,PrimClass,weather1.csv,0.163517187626,High,Group2
Office_Joan,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,133.0,Office,E,19428.8395,1805.0,"City, County, State",Europe/London,1919-1945,Joan,Office,weather1.csv,0.16579138451,Low,Group2
UnivLab_Cesar,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,9552.0,887.409456,College/University,America/New_York,1961,Cesar,UnivLab,weather2.csv,0.160239357713,Low,Group3
UnivDorm_Cian,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,20291.0,1885.094773,College/University,America/New_York,1925,Cian,UnivDorm,weather2.csv,0.160372289662,Low,Group3
PrimClass_Johnnie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,262.0,Primary/Secondary Classroom,C,19041.3391,1769.0,Primary/Secondary School,Europe/London,post 1976,Johnnie,PrimClass,weather1.csv,0.174351176675,High,Group2
Office_Marlon,2015-04-30 23:00:00,2014-05-01 00:00:00,47.0,,Education,,,,Office,,28991.0,2693.350873,College/University,America/Chicago,,Marlon,Office,weather3.csv,0.169985673092,Low,Group4
UnivDorm_Curtis,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,39538.0,3673.198814,College/University,America/New_York,1953,Curtis,UnivDorm,weather2.csv,0.166326074222,Low,Group3
UnivDorm_Leonard,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Dormitory,D,83108.0719,7721.0,College/University,Europe/London,1995,Leonard,UnivDorm,weather5.csv,0.16719741153,Low,Group6
Office_Javon,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,,Office,C,7416.3271,689.0,"City, County, State",Europe/London,Post 1976,Javon,Office,weather1.csv,0.168359683554,Low,Group2
UnivClass_Pete,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,80325.0,7462.433475,College/University,America/New_York,,Pete,UnivClass,weather4.csv,0.167742901772,Low,Group5
PrimClass_Johnathon,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,2.0,322.0,Primary/Secondary Classroom,C,24251.0667,2253.0,Primary/Secondary School,Europe/London,1945-1966,Johnathon,PrimClass,weather1.csv,0.177789442463,High,Group2
Office_Jeanne,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,2.0,33.0,Office,,4650.0048,432.0,"City, County, State",Europe/London,post 1976,Jeanne,Office,weather1.csv,0.174013083689,Low,Group2
PrimClass_Jamie,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,4.0,1598.0,Primary/Secondary Classroom,D,160037.6652,14868.0,Primary/Secondary School,Europe/London,1945-1966,Jamie,PrimClass,weather1.csv,0.17965790684,High,Group2
Office_Pamela,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,42129.0,3913.910487,College/University,America/New_York,,Pamela,Office,weather4.csv,0.170213562484,Low,Group5
Office_Allyson,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,28750.0,2670.96125,College/University,America/Phoenix,,Allyson,Office,weather0.csv,0.176739922742,Low,Group1
PrimClass_Jacob,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,1.0,270.0,Primary/Secondary Classroom,D,66187.2211,6149.0,Primary/Secondary School,Europe/London,post 1976,Jacob,PrimClass,weather1.csv,0.183162386317,High,Group2
Office_Amelie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,42214.0,3921.807242,College/University,America/Phoenix,1985,Amelie,Office,weather0.csv,0.175162520318,Low,Group1
UnivDorm_Patrice,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,44352.0,4120.433856,College/University,America/New_York,,Patrice,UnivDorm,weather4.csv,0.173420846319,Low,Group5
UnivClass_Alexander,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,78268.0,7271.332004,College/University,America/Phoenix,1964,Alexander,UnivClass,weather0.csv,0.183043140462,Low,Group1
Office_Maximus,2015-04-30 23:00:00,2014-05-01 00:00:00,94.0,,Education,,,,Office,,131745.0,12239.50574,College/University,America/Chicago,,Maximus,Office,weather3.csv,0.17270165897,Low,Group4
Office_Ava,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,29778.0,2766.465534,College/University,America/Phoenix,,Ava,Office,weather0.csv,0.179064444746,Low,Group1
Office_Michael,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,119509.0,11102.74463,College/University,America/Chicago,,Michael,Office,weather3.csv,0.173217156675,Low,Group4
Office_Caleb,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,87977.0,8173.327231,College/University,America/New_York,1947,Caleb,Office,weather2.csv,0.174094995344,Low,Group3
Office_Scottie,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,Office,B,24681.6227,2293.0,College/University,Europe/London,1970,Scottie,Office,weather6.csv,0.174199801062,Low,Group7
Office_Cecelia,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,11524.0,1070.614172,College/University,America/New_York,1994,Cecelia,Office,weather2.csv,0.176273469339,Low,Group3
Office_Nelson,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,1947.0,Office,,92121.0,8558.317263,College/University,America/Chicago,,Nelson,Office,weather9.csv,0.176795128818,Low,Misc
PrimClass_Angela,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Primary/Secondary Classroom,,16744.0,1555.567832,College/University,America/Phoenix,,Angela,PrimClass,weather0.csv,0.181663140378,High,Group1
Office_Abbey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,74180.0,6891.54454,College/University,America/Phoenix,1930,Abbey,Office,weather0.csv,0.178410074787,Low,Group1
UnivDorm_Candace,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,18277.0,1697.988131,College/University,America/New_York,1965,Candace,UnivDorm,weather2.csv,0.180926489338,Low,Group3
UnivDorm_Clayton,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,98624.0,9162.465472,College/University,America/New_York,1866,Clayton,UnivDorm,weather2.csv,0.179167385655,Low,Group3
UnivDorm_Ahmad,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,49108.0,4562.280524,College/University,America/Phoenix,1951,Ahmad,UnivDorm,weather0.csv,0.181274503455,Intermediate,Group1
UnivClass_Armando,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,25139.0,2335.488517,College/University,America/Phoenix,1970,Armando,UnivClass,weather0.csv,0.190002630507,Low,Group1
UnivDorm_April,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,553210.0,51394.86863,College/University,America/Phoenix,2009,April,UnivDorm,weather0.csv,0.183109669014,Intermediate,Group1
Office_John,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Government,Gas,3.0,293.0,Office,E,152470.6435,14165.0,"City, County, State",Europe/London,Pre 1919,John,Office,weather1.csv,0.197013696112,Intermediate,Group2
Office_Moses,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,87187.0,8099.933861,College/University,America/Chicago,,Moses,Office,weather3.csv,0.184565385241,Low,Group4
UnivDorm_Corey,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,48881.0,4541.191543,College/University,America/New_York,1902,Corey,UnivDorm,weather2.csv,0.186225987651,Intermediate,Group3
Office_Martha,2015-04-30 23:00:00,2014-05-01 00:00:00,86.0,,Education,,,,Office,,94988.0,8824.670164,College/University,America/Chicago,,Martha,Office,weather3.csv,0.184520562594,Low,Group4
UnivClass_Anamaria,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,49078.0,4559.493434,College/University,America/Phoenix,1914,Anamaria,UnivClass,weather0.csv,0.186601293002,Low,Group1
UnivDorm_Cooper,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,133594.0,12411.28338,College/University,America/New_York,1961,Cooper,UnivDorm,weather2.csv,0.185754262953,Intermediate,Group3
UnivClass_Andy,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,12773.0,1186.650019,College/University,America/Phoenix,,Andy,UnivClass,weather0.csv,0.198833484531,Low,Group1
UnivClass_Archie,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,75650.0,7028.11195,College/University,America/Phoenix,,Archie,UnivClass,weather0.csv,0.190239977896,Low,Group1
Office_Mercedes,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,59476.0,5525.498828,College/University,America/Chicago,,Mercedes,Office,weather3.csv,0.189579330978,Low,Group4
UnivClass_Stuart,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,C,45305.2551,4209.0,College/University,Europe/London,1965,Stuart,UnivClass,weather6.csv,0.190008653993,Low,Group7
Office_Mat,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,Office,,53077.0,4931.012531,College/University,America/Chicago,,Mat,Office,weather3.csv,0.188958648957,Low,Group4
Office_Clifton,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,31316.0,2909.350348,College/University,America/New_York,1913,Clifton,Office,weather2.csv,0.192317774306,Intermediate,Group3
UnivLab_Cindy,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Laboratory,,116854.0,10856.08716,College/University,America/New_York,1978,Cindy,UnivLab,weather2.csv,0.190985103782,Low,Group3
UnivLab_Neil,2015-10-31 23:00:00,2014-11-01 00:00:00,,,Education,,,511.0,College Laboratory,,27145.0,2521.851935,College/University,America/Chicago,,Neil,UnivLab,weather9.csv,0.195012428826,Low,Misc
Office_Marilyn,2015-04-30 23:00:00,2014-05-01 00:00:00,91.0,,Education,,,,Office,,52748.0,4900.447444,College/University,America/Chicago,,Marilyn,Office,weather3.csv,0.196112097394,Intermediate,Group4
UnivDorm_Malachi,2015-04-30 23:00:00,2014-05-01 00:00:00,85.0,,Education,,,,Dormitory,,117054.0,10874.66776,College/University,America/Chicago,,Malachi,UnivDorm,weather3.csv,0.193815704112,Intermediate,Group4
UnivDorm_Mathew,2015-04-30 23:00:00,2014-05-01 00:00:00,49.0,,Education,,,,Dormitory,,177550.0,16494.92765,College/University,America/Chicago,,Mathew,UnivDorm,weather3.csv,0.194354075643,Intermediate,Group4
UnivDorm_Ashleigh,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,32841.0,3051.027423,College/University,America/Phoenix,1935,Ashleigh,UnivDorm,weather0.csv,0.199223331266,Intermediate,Group1
Office_Malik,2015-04-30 23:00:00,2014-05-01 00:00:00,94.0,,Education,,,,Office,,67839.0,6302.446617,College/University,America/Chicago,,Malik,Office,weather3.csv,0.2029692437,Intermediate,Group4
UnivClass_Sam,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,D,61709.4387,5733.0,College/University,Europe/London,1966,Sam,UnivClass,weather6.csv,0.19858099109,Low,Group7
UnivClass_Alec,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,4314.0,400.783542,College/University,America/Phoenix,1907,Alec,UnivClass,weather0.csv,0.217278992615,Low,Group1
UnivClass_Alvin,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,College Classroom,,95944.0,8913.485432,College/University,America/Phoenix,1961,Alvin,UnivClass,weather0.csv,0.200205468243,Low,Group1
Office_Alyson,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Office,,155682.0,14463.32485,College/University,America/Phoenix,,Alyson,Office,weather0.csv,0.20765215218,Intermediate,Group1
Office_Benjamin,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,75488.0,7013.061664,College/University,America/Los_Angeles,1948,Benjamin,Office,weather7.csv,0.201970384806,Intermediate,Misc
UnivDorm_Piper,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,82911.0,7702.680633,College/University,America/New_York,,Piper,UnivDorm,weather4.csv,0.212013955181,Intermediate,Group5
UnivDorm_Colton,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,19876.0,1846.540028,College/University,America/New_York,1932,Colton,UnivDorm,weather2.csv,0.206067428681,Intermediate,Group3
UnivDorm_Paola,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,278795.0,25900.89189,College/University,America/New_York,,Paola,UnivDorm,weather4.csv,0.206608394442,Intermediate,Group5
UnivLab_Miles,2015-04-30 23:00:00,2014-05-01 00:00:00,,,Education,,,,College Laboratory,,142672.0,13254.65682,College/University,America/Chicago,,Miles,UnivLab,weather3.csv,0.206172307087,Low,Group4
UnivDorm_Lawrence,2015-11-30 23:00:00,2014-12-01 00:00:00,,Gas,Education,Gas,8.0,,Dormitory,C,64723.3307,6013.0,College/University,Europe/London,1960,Lawrence,UnivDorm,weather5.csv,0.209786290755,Intermediate,Group6
UnivClass_Sheila,2015-11-30 23:00:00,2014-12-01 00:00:00,,,Education,,,,College Classroom,F,61246.591,5690.0,College/University,Europe/London,1960,Sheila,UnivClass,weather6.csv,0.218655259568,Low,Group7
UnivDorm_Alonzo,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,36406.0,3382.226618,College/University,America/Phoenix,1940,Alonzo,UnivDorm,weather0.csv,0.210878276987,Intermediate,Group1
UnivClass_Beatrice,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,College Classroom,,56602.0,5258.495606,College/University,America/Los_Angeles,1923,Beatrice,UnivClass,weather7.csv,0.212400820375,Low,Misc
Office_Mohammed,2015-04-30 23:00:00,2014-05-01 00:00:00,9.0,,Education,,,,Office,,98212.0,9124.189436,College/University,America/Chicago,,Mohammed,Office,weather3.csv,0.213302756873,Intermediate,Group4
UnivDorm_Chester,2015-12-31 23:00:00,2015-01-01 00:00:00,,,Education,,,,Dormitory,,65999.0,6131.505097,College/University,America/New_York,1975,Chester,UnivDorm,weather2.csv,0.212498255149,Intermediate,Group3
UnivLab_Tami,2013-12-31 23:00:00,2013-01-01 00:00:00,,,Education,,,,College Laboratory,,73981.36109,6873.1,College/University,Europe/Zurich,,Tami,UnivLab,weather8.csv,0.214118239572,Low,Misc
Office_Bianca,2012-12-31 23:00:00,2012-01-01 00:00:00,,,Education,,,,Office,,57343.0,5327.336729,College/University,America/Los_Angeles,1905,Bianca,Office,weather7.csv,0.214285773925,Intermediate,Misc
